"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0408742899598911,0.3,0.981591822322734
2,0.0259141519234786,0.3,0.979662866761188
3,0.0207309502383606,0.3,0.998901800433325
4,0.0189720335457251,0.3,1.02819790412527
5,0.0172816773956061,0.3,1.05886895964569
6,0.0149314255551024,0.3,1.09376529495454
7,0.0140261644513475,0.3,1.12774331275649
8,0.0130582630899875,0.3,1.16548297505772
9,0.0128982068787849,0.3,1.20318327795494
10,0.0119506667466884,0.3,1.22925072475483
11,0.0117594078334167,0.3,1.26518928828138
12,0.0111842177383149,0.3,1.30159934510434
13,0.00959822617780554,0.295595543293523,1.33663919834264
14,0.00749819051125225,0.290171911899538,1.37334065406691
15,0.00641217539749653,0.288294841002549,1.40790679428353
16,0.00637756201498229,0.28765998884888,1.42470740267166
17,0.00677630949245372,0.28668090618787,1.45029994188289
18,0.00574294858158693,0.28817599362322,1.45695309745531
19,0.00630078255528769,0.287120223938823,1.4645242710048
20,0.00593896410817398,0.287436615298646,1.4899426081223
21,0.00549501680633353,0.287941890259772,1.51128328117328
22,0.00535153702246675,0.288901767633488,1.52601422840236
23,0.00594591226167835,0.288719128533547,1.54434235732171
24,0.00517392170806024,0.289826494948989,1.56483661563546
25,0.00460569924772381,0.290122457276346,1.58080410007288
26,0.00410437450347387,0.290355627465079,1.60166899271938
27,0.00523448945180993,0.290392005989704,1.62949542373417
28,0.00427271759585696,0.290898322067269,1.65179443291412
29,0.00439114238042612,0.291380433266909,1.66886448554361
30,0.00398298151096481,0.289782905043671,1.69216931273406
