"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0951037782490772,0.573584465607182,0.786391897736456,0.721649358132695,0.772709702357944
2,0.0476839343019011,0.415740616059314,0.536582671728034,0.576955412803585,0.778701198299188
3,0.0244323783363039,0.331285650018131,0.382550837753778,0.544248093740499,0.78643216080402
4,0.0137871666032395,0.285264828972469,0.307205679994379,0.551557566817171,0.786818708929262
5,0.00868677639769912,0.257673338378321,0.261083615146555,0.570897921209566,0.792037108620023
6,0.00678987146758482,0.238596348265572,0.232948772591415,0.59517904099159,0.793196752995748
7,0.00370721900347337,0.229713443002795,0.221034989351769,0.611684501402543,0.795129493621956
8,0.00332102751489183,0.222748797914473,0.211145703202552,0.627738842527393,0.797448782373405
9,0.00289994689290225,0.218420967635093,0.205953827780612,0.640715989400877,0.799188248936993
10,0.00244480421664759,0.214829845225379,0.200269909293572,0.651350330443703,0.800347893312717
11,0.00245166805560027,0.212056164431215,0.196863579191728,0.659301588607166,0.798994974874372
12,0.00221724725150145,0.211320871858906,0.195151738848508,0.664003600587126,0.801120989563201
13,0.0021459005049335,0.209666763570831,0.192774766399364,0.668355975254634,0.801120989563201
14,0.00203895049490052,0.208830653632629,0.192488790589578,0.673783192672326,0.801120989563201
15,0.00171577698596591,0.208421769453705,0.190788826979922,0.675973855850615,0.800347893312717
16,0.00195542688739695,0.207611338528471,0.191090076013807,0.679462924482735,0.801314263625821
17,0.00189599648734894,0.207454825948099,0.18999351217583,0.680263521560955,0.800347893312717
18,0.00177664653009181,0.207453162294237,0.191235209591915,0.680461041235991,0.800541167375338
19,0.00176701694160692,0.207080651509829,0.190002644474012,0.682726655746049,0.799961345187476
20,0.00167459120838251,0.207478434942698,0.191170381305852,0.680653480052276,0.800541167375338
21,0.00194990295188814,0.207080685691371,0.19033939133804,0.680589736821085,0.799381522999613
22,0.00194665067117033,0.206807670800566,0.191209888001912,0.680924148027626,0.799961345187476
23,0.00158274780773427,0.205985870616617,0.190080681447341,0.682104762941038,0.799961345187476
24,0.00172859643287111,0.206140192683266,0.189907951664392,0.684859905447774,0.80092771550058
25,0.00197826233945793,0.205571872388217,0.189721187336921,0.687820347129218,0.799381522999613
26,0.00169337837538287,0.204774157902512,0.188468527361804,0.690210911971298,0.801314263625821
27,0.00179235179648118,0.204967309493788,0.188549018810618,0.689190104653089,0.801700811751063
28,0.00192496932794384,0.205625425405206,0.190291381527987,0.688615272337232,0.80092771550058
29,0.00181671085775247,0.205407353608153,0.187427047112379,0.687681676933925,0.801507537688442
30,0.00181978752927859,0.205672054484304,0.189661361823038,0.68840253415933,0.80092771550058
