"split","model","n_patients","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","aggregation"
"test","Categorical EM-MMIL",12,1.00311033683939,0.583333333333333,0.466666666666667,0.619047619047619,"mean_prob"
"test","Categorical EM-MMIL",12,1.0245397934335,0.5,0.4,0.479166666666667,"q90_prob"
"test","Categorical EM-MMIL",12,1.05545759018066,0.75,0.6,0.829059829059829,"median_prob"
"test","Categorical EM-MMIL",12,1.11328177685083,0.416666666666667,0.333333333333333,0.588235294117647,"q99_prob"
"test","Categorical MCEM-MMIL",12,1.00072475555127,0.583333333333333,0.466666666666667,0.619047619047619,"mean_prob"
"test","Categorical MCEM-MMIL",12,1.02243458043667,0.5,0.4,0.479166666666667,"q90_prob"
"test","Categorical MCEM-MMIL",12,1.05052816268384,0.75,0.6,0.829059829059829,"median_prob"
"test","Categorical MCEM-MMIL",12,1.11339469868741,0.416666666666667,0.333333333333333,0.588235294117647,"q99_prob"
"test","Naive inherited-label classifier",12,0.906223598368956,0.416666666666667,0.333333333333333,0.588235294117647,"median_prob"
"test","Naive inherited-label classifier",12,0.907322179345207,0.416666666666667,0.333333333333333,0.588235294117647,"mean_prob"
"test","Naive inherited-label classifier",12,0.938787792145854,0.416666666666667,0.333333333333333,0.588235294117647,"q99_prob"
"test","Naive inherited-label classifier",12,0.9390347125643,0.416666666666667,0.333333333333333,0.588235294117647,"q90_prob"
"train","Categorical EM-MMIL",32,0.904263200405389,0.59375,0.45,0.613157894736842,"q90_prob"
"train","Categorical EM-MMIL",32,0.957884603691469,0.625,0.477777777777778,0.654135338345865,"mean_prob"
"train","Categorical EM-MMIL",32,0.979806896699635,0.46875,0.338888888888889,0.382539682539683,"q99_prob"
"train","Categorical EM-MMIL",32,1.15772156480459,0.625,0.477777777777778,0.658974358974359,"median_prob"
"train","Categorical MCEM-MMIL",32,0.903984026997317,0.59375,0.45,0.613157894736842,"q90_prob"
"train","Categorical MCEM-MMIL",32,0.958124530339684,0.59375,0.45,0.608974358974359,"mean_prob"
"train","Categorical MCEM-MMIL",32,0.979411210065429,0.46875,0.338888888888889,0.382539682539683,"q99_prob"
"train","Categorical MCEM-MMIL",32,1.15387627450257,0.625,0.477777777777778,0.658974358974359,"median_prob"
"train","Naive inherited-label classifier",32,0.865608465583266,0.46875,0.338888888888889,0.382539682539683,"q90_prob"
"train","Naive inherited-label classifier",32,0.880918669065038,0.5,0.366666666666667,0.451515151515152,"mean_prob"
"train","Naive inherited-label classifier",32,0.903304573061707,0.4375,0.311111111111111,0.608695652173913,"median_prob"
"train","Naive inherited-label classifier",32,0.932184927994563,0.4375,0.311111111111111,0.622222222222222,"q99_prob"
