"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.945559016742994,0.960632043017318
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.685045580422466,0.975187688475459
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.658881411701825,0.966931809869287
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.528763145851466,0.528763145851466
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.497964048710344,0.737570092418593
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.49256095126573,0.881219865813472
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.432586853880787,0.687230306253252
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.407368397832232,0.56275412679939
"test","Categorical EM-MMIL","I","NK cells","I",55,0.281398295990053,0.505650110231288
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.466091789155742,0.748546322143926
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.0585845035948157,0.123005656123404
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.043811205526052,0.0516069237790042
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.0268380934856387,0.0442650289803295
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.0183046633795779,0.0298610697137835
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0155381505180777,0.0155381505180777
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0121011576287462,0.022368151104557
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0107433284841511,0.0209589418098227
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.00189066582641972,0.00360987260070703
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.706500546381201,0.879582076607613
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.549108482739635,0.853137566834805
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.491292622805505,0.697142809776212
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.455698703630456,0.455698703630456
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.448854545139455,0.993581162169742
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.314280494812536,0.999992763414288
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.313063753751115,0.705829862288327
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.126539813012027,0.253156872937808
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.0106297777309535,0.0139353473157017
"test","Categorical EM-MMIL","II_III","MAST cells","I",6,0.959672168326823,0.966935203421448
"test","Categorical EM-MMIL","II_III","T lymphocytes","I",108,0.495154694710214,0.723752353592127
"test","Categorical EM-MMIL","II_III","Myeloid cells","I",54,0.481527106614626,0.880381444078977
"test","Categorical EM-MMIL","II_III","B lymphocytes","I",35,0.409889748575665,0.64259329452494
"test","Categorical EM-MMIL","II_III","Epithelial cells","I",41,0.401007207758378,0.965774606499995
"test","Categorical EM-MMIL","II_III","Fibroblasts","I",3,0.329649779384307,0.578111399215626
"test","Categorical EM-MMIL","II_III","NK cells","I",20,0.31020849564892,0.477757362128351
"test","Categorical EM-MMIL","II_III","Undetermined","I",2,0.302942586276626,0.312236742392076
"test","Categorical EM-MMIL","II_III","Endothelial cells","I",1,0.300025783250136,0.300025783250136
"test","Categorical EM-MMIL","II_III","Fibroblasts","II_III",3,0.592447551291651,0.828182174372923
"test","Categorical EM-MMIL","II_III","Myeloid cells","II_III",54,0.0613498053930413,0.131462898533876
"test","Categorical EM-MMIL","II_III","MAST cells","II_III",6,0.0394609529841496,0.0464793857364975
"test","Categorical EM-MMIL","II_III","T lymphocytes","II_III",108,0.02005216211081,0.0300825220946842
"test","Categorical EM-MMIL","II_III","Epithelial cells","II_III",41,0.0156058335796793,0.0383959208786148
"test","Categorical EM-MMIL","II_III","NK cells","II_III",20,0.01310859458993,0.0193143415928259
"test","Categorical EM-MMIL","II_III","B lymphocytes","II_III",35,0.00986128087931153,0.020230995457839
"test","Categorical EM-MMIL","II_III","Undetermined","II_III",2,0.00908371875199587,0.00932619777406842
"test","Categorical EM-MMIL","II_III","Endothelial cells","II_III",1,0.00360851478749464,0.00360851478749464
"test","Categorical EM-MMIL","II_III","Endothelial cells","IV",1,0.696365701962369,0.696365701962369
"test","Categorical EM-MMIL","II_III","Undetermined","IV",2,0.687973694971379,0.697025372064757
"test","Categorical EM-MMIL","II_III","NK cells","IV",20,0.676682909761151,0.856325316219781
"test","Categorical EM-MMIL","II_III","Epithelial cells","IV",41,0.583386958661943,0.999994833241045
"test","Categorical EM-MMIL","II_III","B lymphocytes","IV",35,0.580248970545024,0.757956044230322
"test","Categorical EM-MMIL","II_III","T lymphocytes","IV",108,0.484793143178976,0.711177563907452
"test","Categorical EM-MMIL","II_III","Myeloid cells","IV",54,0.457123087992332,0.998851683249913
"test","Categorical EM-MMIL","II_III","Fibroblasts","IV",3,0.0779026693240423,0.145173599499273
"test","Categorical EM-MMIL","II_III","MAST cells","IV",6,0.000866878689027062,0.00206140491880786
"test","Categorical EM-MMIL","IV","Fibroblasts","I",5,0.381753578515436,0.69068369852562
"test","Categorical EM-MMIL","IV","T lymphocytes","I",211,0.336531682849073,0.555303534853943
"test","Categorical EM-MMIL","IV","B lymphocytes","I",77,0.29717273107192,0.44892985921606
"test","Categorical EM-MMIL","IV","Undetermined","I",8,0.237979243582613,0.377299959471721
"test","Categorical EM-MMIL","IV","NK cells","I",42,0.147833966950522,0.276701642064911
"test","Categorical EM-MMIL","IV","Myeloid cells","I",146,0.0941982331868511,0.315856623603798
"test","Categorical EM-MMIL","IV","Epithelial cells","I",379,0.0307516390159007,0.0544163975486058
"test","Categorical EM-MMIL","IV","Oligodendrocytes","I",2,0.00577011536321162,0.0103250179822419
"test","Categorical EM-MMIL","IV","Fibroblasts","II_III",5,0.0823712233467598,0.200259272173235
"test","Categorical EM-MMIL","IV","Oligodendrocytes","II_III",2,0.056562129366864,0.101780145487628
"test","Categorical EM-MMIL","IV","T lymphocytes","II_III",211,0.0137033216400407,0.0232722849959472
"test","Categorical EM-MMIL","IV","Undetermined","II_III",8,0.00904023857307523,0.014773627458109
"test","Categorical EM-MMIL","IV","Myeloid cells","II_III",146,0.00858701371165796,0.0265301992565559
"test","Categorical EM-MMIL","IV","B lymphocytes","II_III",77,0.00606148617272228,0.00912532277137735
"test","Categorical EM-MMIL","IV","NK cells","II_III",42,0.00602497818598845,0.0115181761696575
"test","Categorical EM-MMIL","IV","Epithelial cells","II_III",379,0.00157208987397519,0.00262769299733375
"test","Categorical EM-MMIL","IV","Epithelial cells","IV",379,0.967676271110124,0.999950898122381
"test","Categorical EM-MMIL","IV","Oligodendrocytes","IV",2,0.937667755269924,0.987440674009718
"test","Categorical EM-MMIL","IV","Myeloid cells","IV",146,0.897214753101491,0.99878619295192
"test","Categorical EM-MMIL","IV","NK cells","IV",42,0.84614105486349,0.945088687257514
"test","Categorical EM-MMIL","IV","Undetermined","IV",8,0.752980517844312,0.857530521965465
"test","Categorical EM-MMIL","IV","B lymphocytes","IV",77,0.696765782755357,0.846312913294083
"test","Categorical EM-MMIL","IV","T lymphocytes","IV",211,0.649764995510886,0.849075332077253
"test","Categorical EM-MMIL","IV","Fibroblasts","IV",5,0.535875198137804,0.934677405356367
"test","Categorical MCEM-MMIL","I","MAST cells","I",21,0.945258030391379,0.960224103932964
"test","Categorical MCEM-MMIL","I","Endothelial cells","I",6,0.688282086801746,0.9757518296225
"test","Categorical MCEM-MMIL","I","Epithelial cells","I",55,0.657457032757302,0.966324633133795
"test","Categorical MCEM-MMIL","I","Undetermined","I",1,0.532956767742482,0.532956767742482
"test","Categorical MCEM-MMIL","I","B lymphocytes","I",43,0.500634119070372,0.736792994637611
"test","Categorical MCEM-MMIL","I","Myeloid cells","I",212,0.494820139270876,0.882191096165365
"test","Categorical MCEM-MMIL","I","T lymphocytes","I",273,0.432346388843257,0.686589982973949
"test","Categorical MCEM-MMIL","I","Fibroblasts","I",20,0.418963442940064,0.571788384978833
"test","Categorical MCEM-MMIL","I","NK cells","I",55,0.284028882354251,0.508483413772304
"test","Categorical MCEM-MMIL","I","Fibroblasts","II_III",20,0.4580915525324,0.736914809944252
"test","Categorical MCEM-MMIL","I","Myeloid cells","II_III",212,0.0579133275525221,0.121232564361586
"test","Categorical MCEM-MMIL","I","MAST cells","II_III",21,0.0440102507550984,0.051703885131643
"test","Categorical MCEM-MMIL","I","Epithelial cells","II_III",55,0.0271855685022233,0.0449364672998761
"test","Categorical MCEM-MMIL","I","T lymphocytes","II_III",273,0.0187964523188285,0.0307516208503546
"test","Categorical MCEM-MMIL","I","Undetermined","II_III",1,0.0156056369618603,0.0156056369618603
"test","Categorical MCEM-MMIL","I","NK cells","II_III",55,0.0124321641392935,0.0229079273401249
"test","Categorical MCEM-MMIL","I","B lymphocytes","II_III",43,0.0109195055704293,0.0212191365872561
"test","Categorical MCEM-MMIL","I","Endothelial cells","II_III",6,0.00191911414830741,0.00367878611513602
"test","Categorical MCEM-MMIL","I","NK cells","IV",55,0.703538953506456,0.876131287592978
"test","Categorical MCEM-MMIL","I","T lymphocytes","IV",273,0.548857158837914,0.850924021295544
"test","Categorical MCEM-MMIL","I","B lymphocytes","IV",43,0.488446375359199,0.693629796203453
"test","Categorical MCEM-MMIL","I","Undetermined","IV",1,0.451437595295657,0.451437595295657
"test","Categorical MCEM-MMIL","I","Myeloid cells","IV",212,0.447266533176602,0.99320049126843
"test","Categorical MCEM-MMIL","I","Epithelial cells","IV",55,0.315357398740475,0.999992436919844
"test","Categorical MCEM-MMIL","I","Endothelial cells","IV",6,0.309798799049946,0.701357779714299
"test","Categorical MCEM-MMIL","I","Fibroblasts","IV",20,0.122945004527536,0.24564212792514
"test","Categorical MCEM-MMIL","I","MAST cells","IV",21,0.0107317188535226,0.0141595800196696
"test","Categorical MCEM-MMIL","II_III","MAST cells","I",6,0.95963145392854,0.966908478346898
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","I",108,0.494206829729817,0.71939412594988
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","I",54,0.483307206290377,0.881811678178377
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","I",35,0.411981028360424,0.639654914137991
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","I",41,0.400708635257402,0.964983669087876
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","I",3,0.340974944366952,0.590223925827511
"test","Categorical MCEM-MMIL","II_III","NK cells","I",20,0.313926401002928,0.482447194108268
"test","Categorical MCEM-MMIL","II_III","Undetermined","I",2,0.309476394030781,0.320591859667411
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","I",1,0.303563467953796,0.303563467953796
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","II_III",3,0.58488238194506,0.820505816742762
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","II_III",54,0.0605995033327941,0.128632228567802
"test","Categorical MCEM-MMIL","II_III","MAST cells","II_III",6,0.0394813009978447,0.0463334688207146
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","II_III",108,0.0205840129341625,0.0308895012560709
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","II_III",41,0.015907425646359,0.039244303042616
"test","Categorical MCEM-MMIL","II_III","NK cells","II_III",20,0.0135186351140974,0.0199081250363586
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","II_III",35,0.0100396688973771,0.0205460705298897
"test","Categorical MCEM-MMIL","II_III","Undetermined","II_III",2,0.00926562162439711,0.00948678412863023
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","II_III",1,0.00365132194300476,0.00365132194300476
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","IV",1,0.692785210103199,0.692785210103199
"test","Categorical MCEM-MMIL","II_III","Undetermined","IV",2,0.681257984344823,0.692152287477221
"test","Categorical MCEM-MMIL","II_III","NK cells","IV",20,0.672554963882975,0.853833484715622
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","IV",41,0.583383939096239,0.999994612162331
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","IV",35,0.577979302742199,0.752274114638133
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","IV",108,0.485209157336021,0.709371017807781
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","IV",54,0.456093290376829,0.998739037224547
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","IV",3,0.0741426736879875,0.137002013877239
"test","Categorical MCEM-MMIL","II_III","MAST cells","IV",6,0.000887245073615884,0.00211095550475933
