"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0469941032918624,0.3,1.06784408166643
2,0.0411749753019681,0.3,1.07722074702035
3,0.0340936224335868,0.299984623172057,1.13198636131447
4,0.0267947324428436,0.299732311929654,1.21994807504772
5,0.0205902106437712,0.299290129484141,1.33038401518242
6,0.0157906398436158,0.298731908820933,1.45192994484931
7,0.0125208924185025,0.298262730921952,1.57431362182034
8,0.0103851101088068,0.297787909390609,1.69129121293093
9,0.0088919879012316,0.297045570854738,1.80096884536653
10,0.00769905854841168,0.295854553976946,1.90581987094428
11,0.00713837130205804,0.294247709593522,2.03494719074617
12,0.00625627032772055,0.292667300291373,2.17794359036315
13,0.00531140046762564,0.291355046721566,2.30081694114986
14,0.00443290325773082,0.290288863698723,2.39613319838396
15,0.00370603061839302,0.289340293419258,2.46901426058851
16,0.00266941756747071,0.288463389317191,2.52710368476662
17,0.00218146989111363,0.287747315961957,2.56977358002146
18,0.00191063336105595,0.287206341830439,2.60458108329337
19,0.00174847159260552,0.286800973203106,2.63762762622495
20,0.00165005288212151,0.286490327601005,2.66522865811257
21,0.00159314879833968,0.286252020857646,2.68830437973177
22,0.00147861326710221,0.286121988182424,2.71100585855046
23,0.00140921469881944,0.286041821447635,2.7304297412162
24,0.00133300741302511,0.285966133718038,2.74708995533074
25,0.00125464720381713,0.28588871448869,2.76058246415699
26,0.00118436825265742,0.285805838273778,2.77183496195669
27,0.00111058252509614,0.285704840158296,2.7810757196486
28,0.00102510192809705,0.28556174359948,2.78882563593332
29,0.00092382198312219,0.285355612227136,2.7949245840296
30,0.000838624385490802,0.285119070000086,2.80011736768572
