"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.29389367391696,1.74170525666522,1.05552896875679,0.554666002224694
"test","MCEM-MMIL",11,1.30391741421733,1.74509975612495,1.10125450896211,0.559586544411986
"test","Naive inherited-label classifier",11,0.570041916296809,0.571336588296997,0.694848397418044,0.881660303942306
"train","Deterministic EM-MMIL",33,1.24469587691358,1.90004762104058,0.905586225047198,0.593099450945461
"train","MCEM-MMIL",33,1.2511828917048,1.90402248813444,0.915840995269923,0.602466811976136
"train","Naive inherited-label classifier",33,0.538454138853661,0.552573837668372,0.61147084543428,0.866779654620505
