"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.740810661080592,0.986476441611088
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.629950377091522,0.907217315878195
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.625210109523932,0.625210109523932
"test","Categorical EM-MMIL","I","NK cells","I",55,0.615798871783741,0.913707325135677
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.589862329739874,0.884237593037478
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.588293437319512,0.893702355418234
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.568514945325334,0.895445109117567
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.548015205401535,0.827380585686784
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.478413706639902,0.869747481438764
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.22689479800608,0.515163485483535
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.175694022559908,0.44716697612025
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.125605094708669,0.346780804435381
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.123072338186825,0.222660654369762
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.108518227503762,0.186940627901477
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0849490015373691,0.202403852915654
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0508239557547209,0.144038189685131
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.0243474521382108,0.0579664987970127
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0104531079125925,0.0104531079125925
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.364336782563475,0.364336782563475
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.345892270800191,0.737518588869379
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.343466567094704,0.577526775867349
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.319225667153757,0.674994456772182
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.305879959965997,0.930332343125393
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.29925212667889,0.624671286750749
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.287065332073301,0.825521174339484
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.234841886781197,0.517193798343427
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.184811764674408,0.499847665352375
