"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0946824694608193,0.575114291019332,0.786391897736456,0.723490283630319,0.773289524545806
2,0.0459244884664435,0.424334383306747,0.537857223831959,0.583666668992998,0.776188635485118
3,0.0214639808854192,0.351238311760269,0.390724793212388,0.552663605553846,0.782953227676846
4,0.010512743917577,0.317449757235341,0.325587585944844,0.554714916371624,0.78391959798995
5,0.00621060232865329,0.299166656324965,0.288710615539803,0.563904101194579,0.785465790490916
6,0.00473387049502679,0.287992782851445,0.270999488919368,0.574347142172792,0.785465790490916
7,0.00261883965143351,0.284067513647412,0.264916479011671,0.5797873201537,0.786625434866641
8,0.00244954672087888,0.280693920198845,0.25944905355594,0.585109329540188,0.787591805179745
9,0.00233164990757537,0.278948741465468,0.258580440631468,0.588643416968331,0.787785079242366
10,0.00186714795390694,0.277526732950172,0.254548289869674,0.589778642650498,0.787205257054503
11,0.00226254553141172,0.276657268608461,0.253089879577642,0.591874355237767,0.787011982991882
12,0.00205102007078666,0.276409136699538,0.254605117127352,0.592764451228284,0.787785079242366
13,0.00179176929424926,0.275723731422475,0.251083049259823,0.593096098617019,0.787978353304986
14,0.00186421012738682,0.275984970820691,0.253493351359969,0.593745879888138,0.787591805179745
15,0.00181086909035657,0.274479630703256,0.249718516287328,0.595075588783979,0.788558175492849
16,0.00191350623797255,0.274305004300516,0.248579842700475,0.595890337270203,0.786045612678778
17,0.00179019479010572,0.27535052927965,0.251181911050149,0.595157499061971,0.787011982991882
18,0.00204618584712465,0.27566729294603,0.253597628878905,0.59475962294446,0.786625434866641
19,0.00152637169338628,0.275678975415018,0.25215815757318,0.594688198110772,0.786625434866641
20,0.00207344403010045,0.275357340663186,0.251562570771442,0.594899399607133,0.786045612678778
21,0.00187571748908768,0.274399761195902,0.251126648627387,0.595701301805437,0.787591805179745
22,0.00169716550021615,0.27416911111992,0.251016426010184,0.595354328739377,0.787978353304986
23,0.00153068930393436,0.273182872741207,0.249209197672352,0.596448180656398,0.787978353304986
24,0.00197062708034779,0.274712849088949,0.251421556979537,0.595647466949531,0.787011982991882
25,0.00215064892059681,0.275027935050236,0.25234069411462,0.594808894587083,0.788558175492849
26,0.0017798097133882,0.274931547399999,0.251565549028519,0.596104269642776,0.788364901430228
27,0.00188518459633997,0.274012153024922,0.250734917668157,0.596750278443588,0.787978353304986
28,0.00181935162166381,0.274452928930638,0.250933556072803,0.595873895030369,0.78643216080402
29,0.00201136627373905,0.274918736944393,0.249432528102537,0.595584841239833,0.787011982991882
30,0.0017529455477789,0.27531296197692,0.254324928314356,0.595877535763478,0.786818708929262
