"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0323986424145907,0.814328004598638,1.11059477931823,0.340355624275222
2,0.00522223072709478,0.814461502831273,1.10992148659682,0.335717046772323
3,0.00479808264014351,0.814523523778512,1.1097595107493,0.33243138770777
4,0.00484651878964039,0.814398123832569,1.11004915175955,0.339195979899498
5,0.0047708765491256,0.814486190462599,1.11010488746578,0.336296868960186
6,0.00465638941718142,0.814467454728129,1.11028403628511,0.336683417085427
7,0.00506164376623515,0.81437760165977,1.11007136477232,0.333977580208736
8,0.00498248702989057,0.814555760127044,1.10998757436246,0.337069965210669
9,0.00499743026363823,0.814470681599688,1.11032988062853,0.33494395052184
10,0.00522057468037072,0.814526969191157,1.10949969666104,0.335910320834944
11,0.00499187515073255,0.814367966045384,1.10992647878597,0.334750676459219
12,0.00493847375430055,0.814302035702025,1.10945377631065,0.335717046772323
13,0.00499690561373479,0.814634502089318,1.11060919303983,0.33726323927329
14,0.00512084053832912,0.81460485679346,1.11028758918086,0.332817935833011
15,0.00495347143789453,0.814461950336377,1.10986768563499,0.337649787398531
16,0.004856362727519,0.814120032551963,1.10926673470769,0.337843061461152
17,0.00497359868950303,0.814535425194147,1.11006356106472,0.333397758020874
18,0.00478076123934631,0.814523233681028,1.10993609507294,0.330885195206803
19,0.00464249366643374,0.814413365665906,1.11000007333264,0.337843061461152
20,0.00490849369731387,0.814670548163642,1.11030393851619,0.33011209895632
21,0.00514805320670595,0.814474595738176,1.10965316690204,0.336876691148048
22,0.00502095636105679,0.814463959175246,1.10985614875719,0.337843061461152
23,0.00501193942280579,0.814409021689258,1.10967608515749,0.333011209895632
24,0.00470852404793388,0.814516430677906,1.1099082173848,0.334170854271357
25,0.00482937717102731,0.814595801397887,1.11003354375464,0.334557402396598
26,0.00473024293117947,0.814534964969305,1.10983293850279,0.337069965210669
27,0.00503079967447063,0.814466357820729,1.10986605791047,0.336103594897565
28,0.0047285787610576,0.814561407776994,1.10988325164072,0.337069965210669
29,0.00472810100410239,0.814339966858714,1.10974137341595,0.339582528024739
30,0.00505170858009566,0.814726436489262,1.11016739718384,0.335523772709702
