"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.985546948680548,0.998566519832923
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.724879501524307,0.988785753256678
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.694066328122627,0.999958139671168
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.511786608138666,0.758789889116233
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.509820392384803,0.957262993535219
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.479691421777097,0.479691421777097
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.448151717140809,0.715893799014095
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.437639476850787,0.777176226758852
"test","Categorical EM-MMIL","I","NK cells","I",55,0.286994938323,0.52427002761723
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.426468476626398,0.790332734171502
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.0332813953377065,0.062625079718906
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0125089784973063,0.0198958107784893
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0101498597458503,0.0101498597458503
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.00939453984265849,0.0143601840809148
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.00587347629413853,0.0100963744130817
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.00363610063097164,0.0079174621201746
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.00191856671852764,0.00700732969995722
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.000190904653785842,0.000568263904376807
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.700496083179693,0.888320228053398
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.542453743016532,0.84181311520999
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.510158718477053,0.510158718477053
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.482339915567195,0.680196264414645
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.456898212277491,0.991742397704434
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.304015105158845,0.999975131748624
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.274929593821907,0.678438063155878
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.135892046522815,0.313807265829636
