"split","model","Stage_group","Cell_type","n_cells","mean_prob","prop_gt_0.5","prop_gt_0.9"
"test","Deterministic EM-MMIL","Advanced","Oligodendrocytes",6,0.751701971164635,1,0.333333333333333
"test","Deterministic EM-MMIL","Advanced","Epithelial cells",347,0.475929985733399,0.495677233429395,0.0720461095100865
"test","Deterministic EM-MMIL","Advanced","Myeloid cells",262,0.11808708603088,0.0725190839694656,0.0152671755725191
"test","Deterministic EM-MMIL","Advanced","NK cells",51,0.087281158516773,0,0
"test","Deterministic EM-MMIL","Advanced","Fibroblasts",3,0.0866335099056011,0,0
"test","Deterministic EM-MMIL","Advanced","MAST cells",1,0.0629520080663517,0,0
"test","Deterministic EM-MMIL","Advanced","T lymphocytes",392,0.0432975384790501,0.0127551020408163,0
"test","Deterministic EM-MMIL","Advanced","B lymphocytes",189,0.0194171353130693,0,0
"test","Deterministic EM-MMIL","Advanced","Undetermined",4,0.00417132232772764,0,0
"test","Deterministic EM-MMIL","Early","Epithelial cells",89,0.192766323489961,0.146067415730337,0.0224719101123595
"test","Deterministic EM-MMIL","Early","Endothelial cells",6,0.00668473380067762,0,0
"test","Deterministic EM-MMIL","Early","Myeloid cells",95,0.00639410708399715,0,0
"test","Deterministic EM-MMIL","Early","T lymphocytes",341,0.00531606727207866,0,0
"test","Deterministic EM-MMIL","Early","MAST cells",12,0.00326154608326192,0,0
"test","Deterministic EM-MMIL","Early","NK cells",50,0.0031886483221924,0,0
"test","Deterministic EM-MMIL","Early","B lymphocytes",78,0.00294344164808466,0,0
"test","Deterministic EM-MMIL","Early","Fibroblasts",8,0.00202159189924795,0,0
"test","Deterministic EM-MMIL","Early","Undetermined",1,0.000209852822323908,0,0
"test","MCEM-MMIL","Advanced","Oligodendrocytes",6,0.786890511739667,1,0.333333333333333
"test","MCEM-MMIL","Advanced","Epithelial cells",347,0.459692326985561,0.463976945244957,0.0662824207492795
"test","MCEM-MMIL","Advanced","Myeloid cells",262,0.119876241826704,0.0801526717557252,0.0152671755725191
"test","MCEM-MMIL","Advanced","NK cells",51,0.098972655858681,0.0196078431372549,0
"test","MCEM-MMIL","Advanced","Fibroblasts",3,0.070942360907486,0,0
"test","MCEM-MMIL","Advanced","MAST cells",1,0.0508220125394974,0,0
"test","MCEM-MMIL","Advanced","T lymphocytes",392,0.0436664229940758,0.0127551020408163,0
"test","MCEM-MMIL","Advanced","B lymphocytes",189,0.0200306102285963,0,0
"test","MCEM-MMIL","Advanced","Undetermined",4,0.00479078471443395,0,0
"test","MCEM-MMIL","Early","Epithelial cells",89,0.18944144340778,0.123595505617978,0.0337078651685393
"test","MCEM-MMIL","Early","Myeloid cells",95,0.00709585913239516,0.0105263157894737,0
"test","MCEM-MMIL","Early","Endothelial cells",6,0.00554921975475878,0,0
"test","MCEM-MMIL","Early","T lymphocytes",341,0.00492342768053346,0,0
"test","MCEM-MMIL","Early","NK cells",50,0.00302708920708952,0,0
"test","MCEM-MMIL","Early","B lymphocytes",78,0.00280327733992019,0,0
"test","MCEM-MMIL","Early","MAST cells",12,0.00263812879668327,0,0
"test","MCEM-MMIL","Early","Fibroblasts",8,0.00154321213601961,0,0
"test","MCEM-MMIL","Early","Undetermined",1,0.000246287122369837,0,0
"test","Naive inherited-label classifier","Advanced","Oligodendrocytes",6,0.996597528622673,1,1
"test","Naive inherited-label classifier","Advanced","Epithelial cells",347,0.941157901872375,1,0.864553314121037
"test","Naive inherited-label classifier","Advanced","Fibroblasts",3,0.866862376184107,1,0.666666666666667
"test","Naive inherited-label classifier","Advanced","MAST cells",1,0.824270513483396,1,0
"test","Naive inherited-label classifier","Advanced","Myeloid cells",262,0.814412329367874,0.958015267175573,0.454198473282443
"test","Naive inherited-label classifier","Advanced","NK cells",51,0.767010600660646,0.980392156862745,0.196078431372549
"test","Naive inherited-label classifier","Advanced","B lymphocytes",189,0.66113263970134,0.841269841269841,0.0846560846560847
"test","Naive inherited-label classifier","Advanced","T lymphocytes",392,0.598595138148579,0.688775510204082,0.0714285714285714
"test","Naive inherited-label classifier","Advanced","Undetermined",4,0.423844967848286,0,0
"test","Naive inherited-label classifier","Early","Epithelial cells",89,0.827370734510718,0.943820224719101,0.49438202247191
"test","Naive inherited-label classifier","Early","Fibroblasts",8,0.508345378851943,0.625,0
"test","Naive inherited-label classifier","Early","NK cells",50,0.477780646120122,0.46,0.06
"test","Naive inherited-label classifier","Early","B lymphocytes",78,0.414729717282548,0.269230769230769,0
"test","Naive inherited-label classifier","Early","MAST cells",12,0.405220309120322,0.166666666666667,0
"test","Naive inherited-label classifier","Early","Endothelial cells",6,0.384181625272759,0.5,0
"test","Naive inherited-label classifier","Early","Myeloid cells",95,0.337244544028106,0.242105263157895,0.0210526315789474
"test","Naive inherited-label classifier","Early","T lymphocytes",341,0.331154191317714,0.202346041055718,0.00879765395894428
"test","Naive inherited-label classifier","Early","Undetermined",1,0.13842448385797,0,0
"train","Deterministic EM-MMIL","Advanced","Oligodendrocytes",15,0.676623259807443,0.666666666666667,0.4
"train","Deterministic EM-MMIL","Advanced","Epithelial cells",979,0.604814246769966,0.584269662921348,0.440245148110317
"train","Deterministic EM-MMIL","Advanced","NK cells",163,0.184556665966341,0.141104294478528,0.049079754601227
"train","Deterministic EM-MMIL","Advanced","T lymphocytes",993,0.180231463432246,0.148036253776435,0.0694864048338369
