"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0380250715632598,0.3,0.977456779660037
2,0.0262461410237373,0.3,0.978213454959185
3,0.02284871272197,0.3,0.998501927478911
4,0.019040487469053,0.3,1.03026171069492
5,0.0163253442311349,0.3,1.06390840106775
6,0.0150643198904687,0.3,1.09887522504391
7,0.0135661148564101,0.3,1.13735017119632
8,0.0129546097745123,0.3,1.17437392020778
9,0.0118809191935635,0.3,1.212115241173
10,0.0105119354231151,0.3,1.24525466869608
11,0.00969077655253802,0.3,1.27454672731433
12,0.0101768148985774,0.3,1.30153306690995
13,0.0090902252491867,0.299705561140002,1.33216161487154
14,0.00898197807949383,0.297187631152695,1.36851346811404
15,0.00700975556568528,0.295053965588669,1.40266083883419
16,0.0072481275402262,0.29263003429958,1.43146176356379
17,0.00594490906071488,0.290618418378259,1.4559614450897
18,0.00569011901423047,0.289068583078597,1.48273790904502
19,0.00540768407802164,0.288110843372374,1.50225877544143
20,0.00513682397560206,0.287659337669954,1.5288664198809
21,0.00478681250335055,0.287838008786752,1.54952421921712
22,0.00481432767509463,0.287857532378797,1.5694817530477
23,0.00413595851065578,0.287625351008955,1.58782457000707
24,0.00387933372103837,0.287746964209005,1.6010980970509
25,0.00449863272808962,0.288197229224917,1.60929499212902
26,0.00366208021924201,0.288259515250515,1.62088844881106
27,0.00355746889318428,0.288425311434968,1.62305888603259
28,0.00408050489127333,0.288761427349772,1.64085636910104
29,0.00353349259680488,0.288984330474813,1.64257564844973
30,0.00399713735951743,0.288686301296972,1.64907904568223
