"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0542322883900822,0.3,1.01263366447492
2,0.035553576174532,0.3,1.02782655096381
3,0.0247426452593117,0.299974817620687,1.09330618659749
4,0.0182188611900411,0.29991178801546,1.17649447785388
5,0.0140474473258928,0.29986369855444,1.26297353996182
6,0.0113279746691546,0.299825856926601,1.34643974999153
7,0.00944139082162662,0.299780572375739,1.42467699396676
8,0.00808947940920884,0.299738017982741,1.49684489897095
9,0.00702288469364872,0.299697969350635,1.56195172864256
10,0.00625654166048626,0.299673995132851,1.62037240373129
11,0.00570714309306293,0.299659407959615,1.67272289974056
12,0.00528441407755675,0.29963464071738,1.72071811878717
13,0.00496883736669726,0.299596494230497,1.76392869855773
14,0.00469966991384981,0.299544925225707,1.80241505294262
15,0.00446769373053285,0.299487205319961,1.83742743711458
16,0.00430232906917272,0.299407755133621,1.86961720543521
17,0.00412512908766383,0.299288639479294,1.89952978791353
18,0.00384916854029157,0.29914222408326,1.9271676222211
19,0.00361241828888026,0.29897457210344,1.95278637753757
20,0.00341890612516381,0.298794436330209,1.97510747008981
21,0.00323464732707889,0.298581416452403,1.99474105819066
22,0.00304409690688357,0.298362610972687,2.01198284393641
23,0.00282684189111572,0.29812829039167,2.02754942604058
24,0.00261804725157711,0.297891018281411,2.0411165263461
25,0.00242771958652216,0.297657123229631,2.05269834808874
26,0.0022363996388834,0.297420327632833,2.06284106465047
27,0.00205289542270162,0.29719662092399,2.07152531193078
28,0.00189165429437022,0.296988688146196,2.07902468524345
29,0.00175715871267495,0.296803260394918,2.08534408991426
30,0.00164943199848354,0.296643226509427,2.09126612086485
