"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.06842291830315,1.24330041529676,0.877725201037088,0.443039194388209
"test","MCEM-MMIL",11,1.06699971119267,1.24215806951539,0.880616565540586,0.442691833935826
"test","Naive inherited-label classifier",11,0.579987316978986,0.580021619841343,0.667966905571051,0.799051934561316
"train","Deterministic EM-MMIL",33,1.06385342124454,1.3424318952419,0.721862125880541,0.503099045462431
"train","MCEM-MMIL",33,1.06200891849342,1.3378352945927,0.724177444895783,0.503023042857912
"train","Naive inherited-label classifier",33,0.552007255873406,0.562743594923364,0.604527637583622,0.785259638895308
