"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.05657338864124,1.26364632694639,1.00700176451182,0.589278650861019
"test","MCEM-MMIL",11,1.05488468527651,1.25972957062147,1.00577292865525,0.586189401070682
"test","Naive inherited-label classifier",11,0.582780832804109,0.593117962121693,0.695364204713789,0.788391872608411
"train","Deterministic EM-MMIL",33,1.05550755321194,1.35174580727176,0.734473949004275,0.523672570699188
"train","MCEM-MMIL",33,1.05713060732829,1.34960339170291,0.739511198999026,0.52493557784403
"train","Naive inherited-label classifier",33,0.536726303104678,0.550789576096645,0.605884265556364,0.784030883706396
