"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.18944264638733,1.71535052954328,0.721531967800254,0.28217997639902
"test","MCEM-MMIL",11,1.1773298743345,1.72085476938757,0.690230008628212,0.269098300553338
"test","Naive inherited-label classifier",11,0.401073446267907,0.371463651001184,0.640342852098377,1.19953971638024
"train","Deterministic EM-MMIL",33,1.05982333491582,1.5488910178905,0.613975634724549,0.247388045462212
"train","MCEM-MMIL",33,1.0372542932964,1.51654912057771,0.584928081066874,0.235825538908519
"train","Naive inherited-label classifier",33,0.345480629689368,0.281843115635178,0.544750536916307,1.1738435195117
