"split","model","n_patients","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","aggregation"
"test","Categorical EM-MMIL",12,1.08453672630311,0.416666666666667,0.533333333333333,0.421957671957672,"q99_prob"
"test","Categorical EM-MMIL",12,1.09804952614406,0.333333333333333,0.366666666666667,0.416666666666667,"median_prob"
"test","Categorical EM-MMIL",12,1.09844993266673,0.25,0.3,0.342857142857143,"mean_prob"
"test","Categorical EM-MMIL",12,1.10223972440201,0.25,0.4,0.375,"q90_prob"
"test","Categorical MCEM-MMIL",12,1.08873406698489,0.416666666666667,0.533333333333333,0.421957671957672,"q99_prob"
"test","Categorical MCEM-MMIL",12,1.09872585367108,0.333333333333333,0.466666666666667,0.472222222222222,"mean_prob"
"test","Categorical MCEM-MMIL",12,1.09896652589711,0.333333333333333,0.466666666666667,0.485714285714286,"median_prob"
"test","Categorical MCEM-MMIL",12,1.10099423986799,0.333333333333333,0.466666666666667,0.347883597883598,"q90_prob"
"test","Naive inherited-label classifier",12,1.0872393135254,0.5,0.6,0.484126984126984,"q99_prob"
"test","Naive inherited-label classifier",12,1.0906558759379,0.416666666666667,0.533333333333333,0.421957671957672,"mean_prob"
"test","Naive inherited-label classifier",12,1.09388278454159,0.416666666666667,0.533333333333333,0.606060606060606,"median_prob"
"test","Naive inherited-label classifier",12,1.09600254825725,0.333333333333333,0.466666666666667,0.472222222222222,"q90_prob"
"train","Categorical EM-MMIL",32,1.09543562214595,0.3125,0.288888888888889,0.292107583774251,"median_prob"
"train","Categorical EM-MMIL",32,1.09963138299798,0.3125,0.288888888888889,0.29047619047619,"mean_prob"
"train","Categorical EM-MMIL",32,1.10336381623325,0.21875,0.222222222222222,0.204355494210567,"q90_prob"
"train","Categorical EM-MMIL",32,1.10645776274047,0.28125,0.261111111111111,0.257133670926774,"q99_prob"
"train","Categorical MCEM-MMIL",32,1.09512811779442,0.375,0.372222222222222,0.350361197110423,"median_prob"
"train","Categorical MCEM-MMIL",32,1.09832263938627,0.3125,0.288888888888889,0.292107583774251,"mean_prob"
"train","Categorical MCEM-MMIL",32,1.10033564250346,0.3125,0.333333333333333,0.305484512645638,"q90_prob"
"train","Categorical MCEM-MMIL",32,1.10766865052083,0.3125,0.283333333333333,0.27985347985348,"q99_prob"
"train","Naive inherited-label classifier",32,1.08625355424477,0.25,0.194444444444444,0.328042328042328,"q99_prob"
"train","Naive inherited-label classifier",32,1.08954502647042,0.34375,0.266666666666667,0.415151515151515,"median_prob"
"train","Naive inherited-label classifier",32,1.09442174828557,0.46875,0.405555555555556,0.41001221001221,"mean_prob"
"train","Naive inherited-label classifier",32,1.09695609520016,0.34375,0.35,0.327485380116959,"q90_prob"
