"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0322418358330331,0.816354571864,1.11531057175401,0.33243138770777
2,0.00454379517869567,0.816562860924774,1.11511069008867,0.328179358330112
3,0.00414063660972438,0.816676952955514,1.11516895561655,0.330498647081562
4,0.00421409120774474,0.816898661536737,1.11585187354436,0.330498647081562
5,0.00433781168295691,0.816749933149634,1.11523099964746,0.331078469269424
6,0.00433685990989807,0.816691180239706,1.11533234493928,0.331851565519907
7,0.00421960973548456,0.816552217917499,1.11516124875498,0.334170854271357
8,0.00416085007699617,0.816572322503766,1.11500168921364,0.333397758020874
9,0.00423429194633677,0.816660991862136,1.11493966195776,0.333204483958253
10,0.00427920459812185,0.816555066065203,1.11474004653485,0.331658291457286
11,0.00438016157877876,0.816848878008869,1.11562518567453,0.32759953614225
12,0.00422722061808101,0.816659543420663,1.11510929409448,0.333011209895632
13,0.00422180433161894,0.816475680249702,1.11511488715871,0.327019713954387
14,0.00415007410393636,0.816741513161077,1.11515210060856,0.331658291457286
15,0.00430175992560158,0.816496914137015,1.11456769428289,0.336683417085427
16,0.00446296231963344,0.816830477257512,1.11546583946549,0.333204483958253
17,0.00432867428974669,0.816651472879049,1.11518756940273,0.331658291457286
18,0.00430296664766682,0.816640446594408,1.11555290668699,0.33262466177039
19,0.00426196616601418,0.81676308342928,1.11551421833289,0.33243138770777
20,0.00445783032316567,0.816684728102255,1.11520802894815,0.331851565519907
21,0.00453696032879686,0.816392706755227,1.11442527965769,0.333784306146115
22,0.00435896355491605,0.816583825365679,1.1150715806659,0.330885195206803
23,0.00414197611931295,0.81670351401592,1.11528304610485,0.334364128333978
24,0.0041681993405965,0.81644812918671,1.1148764286184,0.337069965210669
25,0.00447844879999169,0.816461996877565,1.11467649107335,0.32759953614225
26,0.00421021016223076,0.816567454492668,1.11481596875387,0.331465017394666
27,0.00438643708449122,0.816604633053256,1.11491084403745,0.332044839582528
28,0.00449902178415118,0.816795717000586,1.11560136001401,0.33243138770777
29,0.00467649806625078,0.81662804372863,1.11507580805457,0.329725550831078
30,0.00456135573350769,0.816736716747889,1.11558376131978,0.329918824893699
