"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.94602016782978,0.955936830312665
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.695590498035803,0.938237948973905
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.603402702620873,0.872832494483754
"test","Categorical EM-MMIL","I","NK cells","I",55,0.554592036697239,0.897117369203362
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.500391566712751,0.999997064168173
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.449534210220426,0.449534210220426
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.418945437327023,0.74486126055504
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.374859362450854,0.488714579483368
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.351198696226052,0.649737217109222
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.537926853300852,0.713230296394264
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.0931696601229385,0.294146962894174
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.0539795235027205,0.0672648909742366
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.0517385407643358,0.0770818523432743
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0269732069055248,0.0523472846090304
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.0216552001358615,0.0431277459608007
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0138511450689895,0.0293144294044624
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0124342922355135,0.0124342922355135
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,1.91996247702655e-05,3.18526935221664e-05
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.627146103638087,0.921594729482817
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.53803149754406,0.53803149754406
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.499589233662478,0.999999989336329
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.487884902550039,0.846952803863423
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.418434756397236,0.771258418096494
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.382746152310137,0.601920008481653
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.252670961199861,0.593321253773191
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.0872137842482936,0.187163240272432
"test","Categorical EM-MMIL","I","MAST cells","IV",21,3.08667499490962e-07,2.85641138404565e-07
"test","Categorical EM-MMIL","II_III","MAST cells","I",6,0.957021997956106,0.973980687087023
"test","Categorical EM-MMIL","II_III","Undetermined","I",2,0.891171709915549,0.905022734659115
"test","Categorical EM-MMIL","II_III","B lymphocytes","I",35,0.55169646803706,0.865277090707583
"test","Categorical EM-MMIL","II_III","NK cells","I",20,0.52951899733674,0.743896111905204
"test","Categorical EM-MMIL","II_III","T lymphocytes","I",108,0.491238039756003,0.730111938367425
"test","Categorical EM-MMIL","II_III","Epithelial cells","I",41,0.414576410345922,0.999999022390985
"test","Categorical EM-MMIL","II_III","Myeloid cells","I",54,0.36585448550058,0.640185348667871
"test","Categorical EM-MMIL","II_III","Fibroblasts","I",3,0.219577598084417,0.242734715934121
"test","Categorical EM-MMIL","II_III","Endothelial cells","I",1,0.00196584424652969,0.00196584424652969
"test","Categorical EM-MMIL","II_III","Fibroblasts","II_III",3,0.59405039145681,0.784185737280983
"test","Categorical EM-MMIL","II_III","T lymphocytes","II_III",108,0.0556275035137625,0.164218341494093
"test","Categorical EM-MMIL","II_III","MAST cells","II_III",6,0.0429780010842846,0.0607960597875259
"test","Categorical EM-MMIL","II_III","Undetermined","II_III",2,0.0259786969395195,0.0328210767858909
"test","Categorical EM-MMIL","II_III","Myeloid cells","II_III",54,0.0163779546423459,0.0425490466008668
"test","Categorical EM-MMIL","II_III","NK cells","II_III",20,0.011746650165097,0.0191401705042579
"test","Categorical EM-MMIL","II_III","B lymphocytes","II_III",35,0.00950916281302764,0.0160909745339184
"test","Categorical EM-MMIL","II_III","Endothelial cells","II_III",1,0.000683565034842166,0.000683565034842166
"test","Categorical EM-MMIL","II_III","Epithelial cells","II_III",41,1.20749892472537e-06,3.03604799150529e-07
"test","Categorical EM-MMIL","II_III","Endothelial cells","IV",1,0.997350590718628,0.997350590718628
"test","Categorical EM-MMIL","II_III","Myeloid cells","IV",54,0.617767559857074,0.944758136326892
"test","Categorical EM-MMIL","II_III","Epithelial cells","IV",41,0.585422382155154,0.999999999727194
"test","Categorical EM-MMIL","II_III","NK cells","IV",20,0.458734352498163,0.671639548123426
"test","Categorical EM-MMIL","II_III","T lymphocytes","IV",108,0.453134456730235,0.648254051901788
"test","Categorical EM-MMIL","II_III","B lymphocytes","IV",35,0.438794369149912,0.69081548631047
"test","Categorical EM-MMIL","II_III","Fibroblasts","IV",3,0.186372010458773,0.397281362242399
"test","Categorical EM-MMIL","II_III","Undetermined","IV",2,0.0828495931449318,0.0898582380421273
"test","Categorical EM-MMIL","II_III","MAST cells","IV",6,9.59609134967661e-10,2.83963904310903e-09
"test","Categorical EM-MMIL","IV","B lymphocytes","I",77,0.445639487470977,0.736722363536078
"test","Categorical EM-MMIL","IV","NK cells","I",42,0.342719453689688,0.645245823233634
"test","Categorical EM-MMIL","IV","T lymphocytes","I",211,0.282697487824864,0.472856775551178
"test","Categorical EM-MMIL","IV","Undetermined","I",8,0.278459243177773,0.559917343330987
"test","Categorical EM-MMIL","IV","Myeloid cells","I",146,0.200812595666688,0.436493755163862
"test","Categorical EM-MMIL","IV","Fibroblasts","I",5,0.12495354402321,0.317939795872763
"test","Categorical EM-MMIL","IV","Oligodendrocytes","I",2,0.0347709224111454,0.0625872746773671
"test","Categorical EM-MMIL","IV","Epithelial cells","I",379,0.002236160271285,7.82631259112332e-05
"test","Categorical EM-MMIL","IV","Fibroblasts","II_III",5,0.0842289367449974,0.234459649593287
"test","Categorical EM-MMIL","IV","T lymphocytes","II_III",211,0.0249441625305592,0.0566498121469099
