"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0714293051688729,0.677613824846017,0.786391897736456,0.88750316890451,0.599342868187089
2,0.0393547701455954,0.582280808995195,0.642333911423007,0.816003088378722,0.608040201005025
3,0.0237915427922089,0.521440932149182,0.5460325673318,0.806875244378226,0.620796289137998
4,0.0162377550294565,0.479280091964055,0.489740624874035,0.821951030546203,0.631812910707383
5,0.0124367357806827,0.446949144853046,0.447876663438036,0.848884997315161,0.638577502899111
6,0.00970913433765076,0.422061989253068,0.413229787380083,0.879886897462471,0.64804793196753
7,0.00620483097918479,0.406394506306454,0.394440467436351,0.904580049749442,0.656745264785466
8,0.00499875997774381,0.394046253784326,0.378564731471974,0.927158949484485,0.663703131039814
9,0.00391955479186095,0.384426915641777,0.36821925298917,0.946985786520467,0.666408967916506
10,0.00378649243225487,0.375598218141382,0.356956422525129,0.965024813575105,0.670854271356784
11,0.00312373213690717,0.367565305677534,0.347707700617571,0.982552123170618,0.672787011982992
12,0.00224784528705282,0.361957988991127,0.343673363816418,0.994547386303351,0.674913026671821
13,0.00242900775449583,0.356033346846074,0.334563959464113,1.00867388381515,0.676072671047545
14,0.00227114526653691,0.349989256165382,0.330641521006901,1.02511882694742,0.677618863548512
15,0.00167263895071783,0.345458748796243,0.326304592472243,1.03839582805625,0.678005411673753
16,0.00147802994482932,0.341161312754879,0.320206532051003,1.05199815766237,0.677425589485891
17,0.00144779099883491,0.336602571212534,0.317201453134633,1.06667579645885,0.676652493235408
18,0.00151018178511887,0.333662879416892,0.312233300841154,1.07799713659778,0.677039041360649
19,0.00116027314106899,0.331177960806598,0.310204716397399,1.08740536450172,0.678778507924237
20,0.00103382868414445,0.329515422007214,0.309499472686893,1.09400207431676,0.678198685736374
21,0.00121011305507153,0.327372516502189,0.306839281585414,1.10252741175109,0.677425589485891
22,0.000858220313239245,0.325468493047997,0.306443377454455,1.11045422702639,0.677039041360649
23,0.00112639564273042,0.322301338599348,0.302718058824043,1.1252045368314,0.678198685736374
24,0.00104450953789388,0.322335999409341,0.301268122889051,1.12686573904917,0.678391959798995
25,0.00131103750774772,0.320328003320811,0.301939731397176,1.1359830458913,0.677618863548512
26,0.000737042871551543,0.319373105389158,0.298939364689714,1.14182836370551,0.678198685736374
27,0.000927933938027594,0.317450169586867,0.298533295861012,1.15057391229811,0.677812137611133
28,0.000680789817583545,0.317199940017811,0.298308223398872,1.15364845085884,0.676459219172787
29,0.000812227542714455,0.316817293090692,0.294792544206355,1.15836554065285,0.676845767298029
30,0.000828388051205075,0.31528820869096,0.296633300601337,1.16958222512495,0.676072671047545
