"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.034196382725737,0.814786998775229,0.786391897736456,1.11449955260665,0.327212988017008
2,0.00723942216917588,0.815140626386067,0.781000753665083,1.11465848978155,0.326826439891767
3,0.00803101018056354,0.814365071999384,0.777715471758448,1.1139162879155,0.33011209895632
4,0.00767248795427148,0.814664076970402,0.782090195411612,1.11404410571049,0.33243138770777
5,0.00798409176289101,0.814472740668543,0.779767041585714,1.11354405281345,0.336103594897565
6,0.00742092487779288,0.814739142184114,0.774587205617559,1.114838024967,0.33011209895632
7,0.00748979016204485,0.815069394603153,0.783627820778423,1.11448566913576,0.329532276768458
8,0.00774922444017204,0.814865260448141,0.78104912970935,1.11422205400272,0.33243138770777
9,0.00771431463425666,0.815213868603777,0.781656801519233,1.11471866084613,0.324893699265559
10,0.0071723287409404,0.814393893446232,0.779754731741867,1.1135760089361,0.331271743332045
11,0.00727903372916556,0.814837781108317,0.77944456292518,1.11361778365765,0.325086973328179
12,0.00715600831319128,0.814854964291045,0.776357729257755,1.11466432142308,0.329725550831078
13,0.00748687204562863,0.815008313243267,0.776995240550792,1.11534241821606,0.325860069578663
14,0.00696858367210151,0.814858157660217,0.781266205722909,1.11469481457965,0.33243138770777
15,0.00691707101859793,0.814772222502773,0.777486034799031,1.11456555018257,0.32779281020487
16,0.00714694584023037,0.815024799872433,0.777276650117495,1.11560389181176,0.326439891766525
17,0.00715186611954473,0.814777295406215,0.780742953908267,1.11403056974112,0.326826439891767
18,0.00718310166140754,0.814803039530923,0.779901691856002,1.11396087238933,0.328372632392733
19,0.00743487334142114,0.814850646804476,0.775454494920761,1.11440364263654,0.324507151140317
20,0.00712492166666103,0.814796337391887,0.781239875297252,1.11333686451215,0.327212988017008
21,0.00719894897901023,0.814939559921523,0.780898278182171,1.11427925210782,0.329725550831078
22,0.0078008811663177,0.814606079964464,0.777677589994751,1.11454178494428,0.331851565519907
23,0.00728751276344573,0.8151298034133,0.781184946859176,1.11482275740756,0.327212988017008
24,0.00764351138428923,0.814844592714854,0.7752357689695,1.11434258910624,0.329145728643216
25,0.00772416450292235,0.814804491291069,0.781630774551556,1.11468458556219,0.331271743332045
26,0.00733838754229813,0.81501127358312,0.779988395860589,1.11452391594803,0.330885195206803
27,0.00752991361562368,0.81488874202581,0.780746628805108,1.11537759124784,0.330885195206803
28,0.00779920171918642,0.814788435459244,0.78005577235135,1.11390208556151,0.327986084267491
29,0.00776921860075269,0.814993099326728,0.778500600440436,1.11453514638876,0.332044839582528
30,0.00729280098700848,0.81486251672347,0.781915512916412,1.11410265090708,0.331658291457286
