"experiment_id","task_type","categorical_scheme","feature_method","n_components","model_backend","glmnet_alpha","seed","rho","label_strength","mcem_samples","model","aggregation","n_patients","n_early","n_advanced","auroc","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","metric_name","metric_value"
"EXP036_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.10678007795612,0.416666666666667,0.433333333333333,0.407407407407407,"accuracy",0.416666666666667
"EXP036_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.09997453409706,0.416666666666667,0.433333333333333,0.41005291005291,"accuracy",0.416666666666667
"EXP036_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,1.09001374671123,0.333333333333333,0.366666666666667,0.33968253968254,"accuracy",0.333333333333333
