"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.27378697877189,1.76916617661449,1.03210565407768,0.570228418105697
"test","MCEM-MMIL",11,1.2772175603153,1.76266461766557,1.04120741942872,0.56842037480278
"test","Naive inherited-label classifier",11,0.569917958811093,0.570102713686751,0.699988125533643,0.888025341022664
"train","Deterministic EM-MMIL",33,1.22172571984427,1.9247643538545,0.837625649144007,0.561712012673928
"train","MCEM-MMIL",33,1.2249323783193,1.91325041684151,0.845618214531478,0.565199851302367
"train","Naive inherited-label classifier",33,0.537680774302733,0.551485553727535,0.613121322817792,0.87254433502233
