"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0983424631704757,0.566034677971853,0.786391897736456,0.711187161698897,0.780247390800155
2,0.0485037540817762,0.406322503247223,0.528384103993085,0.56814966623104,0.785272516428295
3,0.02459492092605,0.321306515718124,0.372663179133854,0.537537086196271,0.789911093931194
4,0.0146863680246252,0.27224487404291,0.297738629270806,0.548884771758258,0.794356397371473
5,0.00960887691656077,0.240979215547278,0.247946843088591,0.574543713964042,0.799768071124855
6,0.00768931451573,0.217128504919192,0.217935994140068,0.617924306550441,0.804793196752996
7,0.0056628341576381,0.20204989580016,0.199943635969587,0.669163889239778,0.807692307692308
8,0.00413372706918275,0.192441411528774,0.185512049074027,0.719431904581153,0.810398144568999
9,0.00376016040112462,0.185657197838472,0.178411436385503,0.746498170703989,0.811557788944724
10,0.0031098031684372,0.179657692347737,0.171038541862262,0.766699651973509,0.811364514882103
11,0.00318798799985535,0.175190658680065,0.164259832153083,0.78707156937574,0.813877077696173
12,0.00248823987269617,0.171780140375599,0.16105311843755,0.803519824184933,0.816003092385002
13,0.00223462514750313,0.16931418537023,0.158375937147577,0.816292041024758,0.816003092385002
14,0.00216254276007439,0.168062194810571,0.156391347820238,0.826166943604913,0.815809818322381
15,0.00211718358878745,0.166466323556839,0.154940281695557,0.838652723611404,0.817356010823348
16,0.00222030771053591,0.163848189222158,0.15113774569062,0.86411869665408,0.818708929261693
17,0.0018573549366471,0.162969414655735,0.150237644303197,0.880263403888386,0.818708929261693
18,0.00172727016967482,0.162242248682846,0.150123668301132,0.893043485081653,0.819482025512176
19,0.00214331092417718,0.16279443497095,0.149644241115536,0.895989990837173,0.818902203324314
20,0.00194254103335739,0.162566950511657,0.150364556726279,0.90103030563979,0.819868573637418
21,0.00179316425655005,0.161957487606556,0.150013148753613,0.901925803906493,0.819868573637418
22,0.00190228068377197,0.161416506632945,0.150659239894986,0.905834490905204,0.818902203324314
23,0.00149373149569317,0.160895722866845,0.148511914839498,0.908880249239785,0.819675299574797
24,0.00156906106081314,0.160549698560269,0.147961284063079,0.913650106518566,0.819482025512176
25,0.00142759202566906,0.160465093277404,0.14817091849376,0.912908433827623,0.819288751449555
26,0.00174558852504682,0.15966255020136,0.147130756867325,0.91782592355934,0.819868573637418
27,0.00165638240241509,0.159801206616937,0.147548841876499,0.919301941086409,0.820255121762659
28,0.00155548552684775,0.160184379972039,0.148900708836769,0.916264581176137,0.819482025512176
29,0.00139800733486223,0.160536983672993,0.146950370317482,0.916854879349215,0.818902203324314
30,0.00143332675402431,0.160518388283455,0.148316152203003,0.918666093493036,0.819288751449555
