"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.0427701633167126,0.3,0.302538177988415,1.08137148843168
2,0.0402632207995129,0.3,0.300652975250132,1.08712482928425
3,0.0360026651384963,0.299878516970435,0.299273301737757,1.12200088835168
4,0.0280138573662425,0.299135658224018,0.299568193786203,1.17135250916976
5,0.0180465303931365,0.297291773861927,0.298378093733544,1.22589031030873
6,0.0114852522814002,0.295431901435292,0.298620326487625,1.2712808579373
7,0.00728825263896196,0.293874579948021,0.297493417588204,1.30427254073959
8,0.00524292831171596,0.292576826838264,0.295186940494997,1.33496982356942
9,0.00387585433299604,0.2915180282763,0.293133228014745,1.35974249375133
10,0.00255287574786209,0.290553318831741,0.290795155344918,1.37750798802813
11,0.00173927522999938,0.29009513749843,0.290331753554502,1.38399302860608
12,0.000783158562742716,0.290214685590044,0.29073196419168,1.38566215557351
13,0.00097736067955419,0.29043363186255,0.29114270668773,1.38441117321651
14,0.000550330929490519,0.290155976772842,0.290247498683518,1.38845619537651
15,0.00090665520403132,0.290125299546212,0.290026329647183,1.39109551781077
16,0.00102742962720441,0.290453761548127,0.291679831490258,1.38811976868657
17,0.000814155885072357,0.290368267450418,0.291111111111111,1.39091358179138
18,0.00087342445792151,0.289893061550452,0.289520800421274,1.39718449398873
19,0.000590355241848882,0.290039847620349,0.289878883622959,1.39719388826054
20,0.00085561017806401,0.289890092928277,0.289763033175355,1.39660135354394
21,0.000714566626205022,0.289769744985804,0.289657714586625,1.39835853260772
22,0.000680738254004176,0.289909583901645,0.28998420221169,1.39828676923041
23,0.000550553858989526,0.290097462721905,0.290805687203791,1.39520391977893
24,0.000686632811601278,0.290266940373733,0.290889942074776,1.39567656568786
25,0.000804203633175082,0.290203867942314,0.29001579778831,1.39735518097676
26,0.000652281820637297,0.290466799110771,0.291258557135334,1.39652178518042
27,0.00174140859105677,0.289823970173922,0.289583991574513,1.39768064882175
28,0.000810490150066274,0.289629204577994,0.289173249078462,1.39733850197602
29,0.0010901117650848,0.290308445565796,0.291248025276461,1.3893519451833
30,0.000793870202681195,0.289814898875188,0.289899947340706,1.39506974734596
