"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0474493553815928,0.3,1.06753359698095
2,0.0412679649287579,0.3,1.0781130708644
3,0.0339068260046402,0.299986294995883,1.13427192065745
4,0.0264971119091324,0.299738316015857,1.22275971890395
5,0.0202950051845478,0.29930561505408,1.332186223999
6,0.0155293226364564,0.29875691116433,1.45025845572604
7,0.0123031475946022,0.298289117125525,1.56568211072944
8,0.0101916400090605,0.297797952767964,1.6719116183202
9,0.00867656096805085,0.297017555117289,1.76704788200001
10,0.00742466347355804,0.295792690505217,1.85571373321447
11,0.0063837679702903,0.294272814882937,1.95430498449833
12,0.00528120268158413,0.292797138179933,2.04155828290404
13,0.00422161575197409,0.291572125300629,2.10616099130804
14,0.00355707060135847,0.290628197169082,2.15248017193948
15,0.00309469146416887,0.289814522947752,2.18528461185082
16,0.00270263840003004,0.289028766083447,2.20916473832475
17,0.00224825017153682,0.28828265442961,2.22662257122076
18,0.00195845827930828,0.287613628743008,2.23769941361084
19,0.00174444849942776,0.287035443377591,2.24543527132899
20,0.00160361678143652,0.28656347452859,2.25110204036176
21,0.00151748336639553,0.286177022360197,2.25566501525753
22,0.00145766442902047,0.285831563264863,2.25965616845742
23,0.00139322643606274,0.285466625743638,2.26380638614395
24,0.00127904039233946,0.28513012239571,2.26826888832415
25,0.00118652877235193,0.284902227670228,2.27410857602781
26,0.00111683913310999,0.284740141662158,2.27898403554964
27,0.00106651905052929,0.284634659328922,2.28331545942575
28,0.00102334185675587,0.284569729905567,2.28759909612821
29,0.000981810903584318,0.284530149868526,2.29196117385749
30,0.000943420735841867,0.284509080933211,2.29638426226498
