"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.22845159811659,1.81713248258004,0.754236265209618,0.274799228267179
"test","MCEM-MMIL",11,1.24252115113204,1.8693975188164,0.775768238346128,0.28687685551132
"test","Naive inherited-label classifier",11,0.399793748591018,0.369782281485309,0.644796664484071,1.21164025656935
"train","Deterministic EM-MMIL",33,1.01633209658738,1.62354031414017,0.534517719395442,0.221778838376278
"train","MCEM-MMIL",33,1.01004257164047,1.60762720365307,0.540343584456934,0.212937262080287
"train","Naive inherited-label classifier",33,0.343521891016323,0.278099676492487,0.545446962727022,1.1855743573005
