"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0873290245773964,0.616211685496467,0.7929190202365,0.709702357943564
2,0.0454321030393195,0.484150898467578,0.686746899725736,0.716660224197913
3,0.0250700632469884,0.407857708380861,0.670873204893577,0.721492075763433
4,0.0154986436058478,0.361216914098021,0.687407102230361,0.724197912640124
5,0.0102610292829208,0.331123195442864,0.714239622480921,0.725550831078469
6,0.00703754317990143,0.310980538434604,0.741878049210592,0.726130653266332
7,0.00496999433379899,0.297050562306844,0.766544750727251,0.726710475454194
8,0.00360665358805148,0.28712481370412,0.787752675283173,0.726517201391573
9,0.00270126984764533,0.279858564554427,0.805703109771453,0.726903749516815
10,0.00208943284763439,0.274379706191368,0.821174383367219,0.726710475454194
11,0.00164513006999994,0.270230590436983,0.834386527095854,0.727097023579436
12,0.0012992456439656,0.267186517370489,0.84472622112015,0.727290297642056
13,0.00104766384969479,0.264831441159366,0.85326963543342,0.727483571704677
14,0.000859000618045816,0.263000910825013,0.860300565062658,0.727870119829919
15,0.000721054272285816,0.261525344879746,0.866324068793084,0.727483571704677
16,0.000609374456059847,0.260333642924215,0.871469169574547,0.72806339389254
17,0.000521084526045856,0.259352575294584,0.875913463016126,0.72806339389254
18,0.000449923163096464,0.258542595906414,0.87966807584248,0.728643216080402
19,0.000394276288832174,0.257848713138008,0.883010845482175,0.728643216080402
20,0.000350839249884268,0.257241318379965,0.886078009308232,0.728836490143023
21,0.00031791753707041,0.256687382907851,0.889028765215554,0.729029764205644
22,0.000272365928883934,0.256255538998135,0.891332572196229,0.728836490143023
23,0.000237008123457697,0.2558995350611,0.893268782325083,0.729223038268264
24,0.00020708771388911,0.255603583431035,0.894926935949304,0.729609586393506
25,0.000185762216933911,0.255344528629305,0.896401757797483,0.729223038268264
26,0.000165024768104455,0.255126532473007,0.897672313779452,0.729029764205644
27,0.000147798721875568,0.254940943917129,0.898788547858687,0.729029764205644
28,0.000132479097903546,0.254783943185871,0.899753410240019,0.729029764205644
29,0.000122220714479634,0.254638099434595,0.900671294013541,0.729223038268264
30,0.000108705263093279,0.254524202712353,0.901424832954721,0.729416312330885
