"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.043072971182023,0.3,0.302538177988415,1.03232210446848
2,0.0380325175332574,0.3,0.300147446024223,1.04367736044187
3,0.0352672710158839,0.3,0.300452869931543,1.08358975002319
4,0.0332100389016257,0.3,0.299273301737757,1.15165046174797
5,0.026402233122635,0.3,0.3,1.22711995641499
6,0.023182552374512,0.299092060795815,0.299294365455503,1.32514231558393
7,0.0155157816745367,0.292264705399301,0.299325961032122,1.42515218640179
8,0.0118054704871855,0.286048514438532,0.292922590837283,1.54253330175878
9,0.00925520823340181,0.281077079420296,0.286150605581885,1.65404088801673
10,0.00635789787979877,0.27538238364343,0.280463401790416,1.75727323059407
11,0.00479695284030866,0.271181008541139,0.27509215376514,1.82749971350383
12,0.00371676992109177,0.268507954461814,0.271332280147446,1.89261587054991
13,0.00313193085667116,0.267004982862371,0.269352290679305,1.92730234486231
14,0.00340400393600044,0.266689274761184,0.268183254344392,1.96082847578135
15,0.00265378639807435,0.265103011286139,0.266719325961032,1.99040343813335
16,0.00254639848055515,0.263461853842433,0.26490784623486,2.0188867718762
17,0.00232438052111118,0.261967231016746,0.263549236440232,2.04397179843366
18,0.00258124507557961,0.261322730523143,0.26231700895208,2.05597787010532
19,0.00205375465664936,0.260796890729308,0.261958925750395,2.06097081091729
20,0.00236651400023956,0.259483978594279,0.260315955766193,2.09103770475631
21,0.0021330694104364,0.258852188458088,0.260073723012112,2.1099763799856
22,0.00242128024510636,0.257252215466164,0.258588730911006,2.13910963953445
23,0.00198656427378035,0.25641155268547,0.257230121116377,2.15570836569236
24,0.00155673651316157,0.255832644106316,0.256261190100053,2.18208328140291
25,0.00174434861744809,0.255202661458026,0.255660874144286,2.21131245598774
26,0.00168817104886659,0.255103672359251,0.255102685624013,2.21963421647651
27,0.00167254947268431,0.25483632185107,0.255629278567667,2.20260174150019
28,0.00192354840779891,0.253177076673346,0.25390205371248,2.22585437112199
29,0.00128430412225128,0.253282689483148,0.253754607688257,2.22140922206029
30,0.00149083821823113,0.25373303826409,0.253986308583465,2.22168864889008
