"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.0335436629760519,0.3,0.302538177988415,1.00914676072311
2,0.0234618177024638,0.3,0.300800421274355,1.00535790151859
3,0.019559072677944,0.3,0.298188520273828,1.01762730713182
4,0.0205257301970084,0.3,0.297177461822012,1.03015024785545
5,0.0204732067038836,0.3,0.302137967351237,1.03977269902232
6,0.0209056166575506,0.3,0.299894681411269,1.07063056386263
7,0.0212869206573514,0.3,0.301506055818852,1.10005355687857
8,0.0200207260999691,0.298159418558004,0.299462875197472,1.1387594722406
9,0.0146696700619834,0.288564747453962,0.296987888362296,1.18805180233528
10,0.0124000913556403,0.283453420777776,0.287561874670879,1.24641431708019
11,0.0116567556881419,0.281165211630861,0.284760400210637,1.29311080084131
12,0.0100850563708284,0.278473559053725,0.281063717746182,1.33239174274297
13,0.00857079426842432,0.27595466738193,0.279231174302264,1.37131917577525
14,0.00783077493868526,0.274110690022398,0.276061084781464,1.41956859446623
15,0.00718016935815956,0.272085915689938,0.27304897314376,1.46056687063023
16,0.00689397251650435,0.27190543790474,0.272417061611374,1.49701689477957
17,0.00593560329283681,0.272821100646896,0.272775144813059,1.51407785123151
18,0.00580614772696131,0.271252858361724,0.271068983675619,1.54357645429858
19,0.00628567400354159,0.272468768346186,0.272648762506582,1.56261077762099
20,0.00625194889075845,0.273955001998513,0.273701948393892,1.58124046897091
21,0.00598699568893124,0.27483203656384,0.27506055818852,1.59840605485281
22,0.0057345679633519,0.274894965930656,0.27464981569247,1.61441635216256
23,0.00433897362218071,0.274623879338457,0.274976303317536,1.63525095273746
24,0.00390542887210652,0.272488925086951,0.273891521853607,1.67136558213657
25,0.00379777863951945,0.270833749054348,0.271932596103212,1.70627127228279
26,0.00334727753076305,0.269506975567382,0.269889415481833,1.72347121189438
27,0.00337317848812285,0.270106329046083,0.269426013691417,1.72879593021229
28,0.00310947979350974,0.270212412222162,0.269815692469721,1.73446611629576
29,0.00258403096139278,0.269873721867874,0.26998420221169,1.75074879487068
30,0.00266863975059595,0.269476980270273,0.269236440231701,1.76709441314555
