"split","model","Stage_group","Cell_type","n_cells","mean_prob","prop_gt_0.5","prop_gt_0.9"
"test","Deterministic EM-MMIL","Advanced","Epithelial cells",347,0.497034773565458,0.538904899135447,0.00288184438040346
"test","Deterministic EM-MMIL","Advanced","Oligodendrocytes",6,0.154995143336412,0,0
"test","Deterministic EM-MMIL","Advanced","Myeloid cells",262,0.0940800565987134,0.00381679389312977,0
"test","Deterministic EM-MMIL","Advanced","Fibroblasts",3,0.0854099070338694,0,0
"test","Deterministic EM-MMIL","Advanced","NK cells",51,0.0621412046800294,0,0
"test","Deterministic EM-MMIL","Advanced","Undetermined",4,0.0504679990296236,0,0
"test","Deterministic EM-MMIL","Advanced","T lymphocytes",392,0.0493526178488471,0,0
"test","Deterministic EM-MMIL","Advanced","B lymphocytes",189,0.0448414555240142,0,0
"test","Deterministic EM-MMIL","Advanced","MAST cells",1,0.0346016521012315,0,0
"test","Deterministic EM-MMIL","Early","Epithelial cells",89,0.280759329935563,0.123595505617978,0.0112359550561798
"test","Deterministic EM-MMIL","Early","Myeloid cells",95,0.0614141853609674,0,0
"test","Deterministic EM-MMIL","Early","NK cells",50,0.0506368886888134,0,0
"test","Deterministic EM-MMIL","Early","T lymphocytes",341,0.0464263876204742,0,0
"test","Deterministic EM-MMIL","Early","B lymphocytes",78,0.0432817061735012,0,0
"test","Deterministic EM-MMIL","Early","Fibroblasts",8,0.0376291603766658,0,0
"test","Deterministic EM-MMIL","Early","Undetermined",1,0.0374018111598473,0,0
"test","Deterministic EM-MMIL","Early","Endothelial cells",6,0.0362826924632488,0,0
"test","Deterministic EM-MMIL","Early","MAST cells",12,0.0289312703381638,0,0
"test","MCEM-MMIL","Advanced","Epithelial cells",347,0.499573139094193,0.54178674351585,0.00288184438040346
"test","MCEM-MMIL","Advanced","Oligodendrocytes",6,0.157773776245862,0,0
"test","MCEM-MMIL","Advanced","Myeloid cells",262,0.0909634486424746,0.00381679389312977,0
"test","MCEM-MMIL","Advanced","Fibroblasts",3,0.0875158089457942,0,0
"test","MCEM-MMIL","Advanced","NK cells",51,0.0638078572224856,0,0
"test","MCEM-MMIL","Advanced","Undetermined",4,0.0517655186896015,0,0
"test","MCEM-MMIL","Advanced","T lymphocytes",392,0.0504162291134343,0,0
"test","MCEM-MMIL","Advanced","B lymphocytes",189,0.046584830869208,0,0
"test","MCEM-MMIL","Advanced","MAST cells",1,0.03466418992131,0,0
"test","MCEM-MMIL","Early","Epithelial cells",89,0.284578407084129,0.123595505617978,0.0112359550561798
"test","MCEM-MMIL","Early","Myeloid cells",95,0.0598792094694678,0,0
"test","MCEM-MMIL","Early","NK cells",50,0.0521080952814324,0,0
"test","MCEM-MMIL","Early","T lymphocytes",341,0.047457609980601,0,0
"test","MCEM-MMIL","Early","B lymphocytes",78,0.0449683102648935,0,0
"test","MCEM-MMIL","Early","Undetermined",1,0.0385103075175524,0,0
"test","MCEM-MMIL","Early","Fibroblasts",8,0.0384737905982676,0,0
"test","MCEM-MMIL","Early","Endothelial cells",6,0.0378201083482783,0,0
"test","MCEM-MMIL","Early","MAST cells",12,0.0290336622337722,0,0
"test","Naive inherited-label classifier","Advanced","Epithelial cells",347,0.881080114020111,1,0.487031700288184
"test","Naive inherited-label classifier","Advanced","Oligodendrocytes",6,0.734718690567975,1,0
"test","Naive inherited-label classifier","Advanced","MAST cells",1,0.668932633912138,1,0
"test","Naive inherited-label classifier","Advanced","Fibroblasts",3,0.666242243336561,1,0
"test","Naive inherited-label classifier","Advanced","NK cells",51,0.662562859054997,1,0
"test","Naive inherited-label classifier","Advanced","Myeloid cells",262,0.659941896632843,0.99236641221374,0.00381679389312977
"test","Naive inherited-label classifier","Advanced","Undetermined",4,0.580777345379688,1,0
"test","Naive inherited-label classifier","Advanced","T lymphocytes",392,0.528383890058995,0.760204081632653,0
"test","Naive inherited-label classifier","Advanced","B lymphocytes",189,0.5107848561813,0.560846560846561,0
"test","Naive inherited-label classifier","Early","Epithelial cells",89,0.759285263306024,0.887640449438202,0.101123595505618
"test","Naive inherited-label classifier","Early","MAST cells",12,0.675464914822974,1,0
"test","Naive inherited-label classifier","Early","NK cells",50,0.656722322616353,1,0
"test","Naive inherited-label classifier","Early","Undetermined",1,0.555839697968792,1,0
"test","Naive inherited-label classifier","Early","Fibroblasts",8,0.539269695899188,0.875,0
"test","Naive inherited-label classifier","Early","Myeloid cells",95,0.53515399470917,0.568421052631579,0
"test","Naive inherited-label classifier","Early","T lymphocytes",341,0.523977372005079,0.577712609970675,0
"test","Naive inherited-label classifier","Early","B lymphocytes",78,0.505680311307249,0.461538461538462,0
"test","Naive inherited-label classifier","Early","Endothelial cells",6,0.454960940049629,0.166666666666667,0
"train","Deterministic EM-MMIL","Advanced","Epithelial cells",979,0.679070303059724,0.751787538304392,0.244126659856997
"train","Deterministic EM-MMIL","Advanced","Oligodendrocytes",15,0.102848501979435,0,0
"train","Deterministic EM-MMIL","Advanced","Myeloid cells",566,0.0936094577409175,0,0
"train","Deterministic EM-MMIL","Advanced","Undetermined",13,0.0611801487537441,0,0
"train","Deterministic EM-MMIL","Advanced","NK cells",163,0.0547231302207508,0,0
"train","Deterministic EM-MMIL","Advanced","T lymphocytes",993,0.0517413376625547,0,0
"train","Deterministic EM-MMIL","Advanced","B lymphocytes",346,0.0476649971474802,0,0
"train","Deterministic EM-MMIL","Advanced","Endothelial cells",3,0.0471896043880508,0,0
"train","Deterministic EM-MMIL","Advanced","Fibroblasts",61,0.0420372933508296,0,0
"train","Deterministic EM-MMIL","Advanced","MAST cells",26,0.0200005022658357,0,0
"train","Deterministic EM-MMIL","Early","Epithelial cells",105,0.36635532499281,0.352380952380952,0.0285714285714286
"train","Deterministic EM-MMIL","Early","Myeloid cells",401,0.0467112490773041,0,0
