"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0346695463618281,0.813757473103798,1.11252973836165,0.337843061461152
2,0.00551697485988988,0.81404611811147,1.11154958986839,0.337843061461152
3,0.00503482016874875,0.814006881986021,1.11140190896452,0.341321994588326
4,0.00496822953228963,0.814006699644805,1.11176341502571,0.340162350212601
5,0.00488174369634169,0.814173015561142,1.1117391971435,0.338229609586394
6,0.00469099767437537,0.814196364293464,1.11182674361057,0.337843061461152
7,0.00505766263757051,0.814111023591275,1.11194210410168,0.335717046772323
8,0.00503917974186287,0.814035410755097,1.11164872978179,0.338616157711635
9,0.00486933529395607,0.814172258251514,1.1118903037817,0.333204483958253
10,0.00503216768633474,0.814178762181871,1.11182334700294,0.336683417085427
11,0.00469334277079856,0.814230040719898,1.11173571748304,0.334170854271357
12,0.00476882376085941,0.814253968999915,1.11205898675675,0.337843061461152
13,0.00478826796221592,0.814042609689924,1.11171506820157,0.335137224584461
14,0.0049392762260405,0.814248399635219,1.11196553327737,0.341321994588326
15,0.00477471852098903,0.813899388525589,1.11111369545708,0.340548898337843
16,0.00476721277138524,0.814215285600942,1.11204563122336,0.336683417085427
17,0.00478334440044714,0.814320184571744,1.11184444797664,0.33977580208736
18,0.00477186337422043,0.814072585124128,1.11148106498132,0.337649787398531
19,0.00479051954363245,0.814038268183317,1.11158299811499,0.342481638964051
20,0.00490065874617922,0.814150881984591,1.11161138198804,0.33494395052184
21,0.00479333913993234,0.814045593880498,1.11162289359008,0.338809431774256
22,0.00469549033036545,0.814017978071219,1.11148354270459,0.339195979899498
23,0.00492426575410345,0.814327755868639,1.11199015823627,0.335717046772323
24,0.00495947385587982,0.814169624876209,1.11144825075571,0.334364128333978
25,0.0047977559360021,0.8140972194085,1.11167709027086,0.334364128333978
26,0.00476501148207715,0.814100776084231,1.11197082521908,0.335523772709702
27,0.00496592875815138,0.814196410793968,1.11187469440035,0.33745651333591
28,0.00485575893384002,0.813996885627242,1.11132011852323,0.338809431774256
29,0.00477772878872174,0.814010616885314,1.11181096104698,0.338809431774256
30,0.00461297275431638,0.813925013745263,1.1113257411898,0.340935446463085
