"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.0459192312324159,0.3,1.06830231819622
2,0.0376160644191641,0.3,1.07252431980541
3,0.0297322948276917,0.3,1.10777592828891
4,0.023056596023602,0.299894378023312,1.15779713723457
5,0.0179289052451864,0.299646023760255,1.21087023830165
6,0.0140781312826463,0.299236163289006,1.25929652298103
7,0.0112442209426309,0.29875798168438,1.29990248632956
8,0.00929645336427305,0.298339292482176,1.33263485999923
9,0.00789454106252581,0.297722414141775,1.35903206828331
10,0.00665884093339255,0.296800005712773,1.38078994220234
11,0.00545276553977202,0.295600424560478,1.39891098156229
12,0.00442351386072071,0.294430246128247,1.41393441293958
13,0.00369285078229301,0.293493236762415,1.42623148883351
14,0.00323993492281367,0.292848612320238,1.43645348331737
15,0.00293280135395305,0.292388982509698,1.44530582976236
16,0.00264260401294769,0.291949760001261,1.45336689632275
17,0.00231787535607166,0.291479191002838,1.46082107140402
18,0.00196903637771879,0.29098062327528,1.46757948582705
19,0.00163296204105375,0.290476183002102,1.47344918867179
20,0.00136005352230272,0.29002411497144,1.47835394361579
21,0.00116406596771985,0.289649441741804,1.48231984818233
22,0.00103482065687065,0.28935556559445,1.48549541812586
23,0.000949123827240392,0.289124984208987,1.48806789309257
24,0.00089687045537643,0.288944744749318,1.49020455417844
25,0.000867969118389838,0.288801352736618,1.4920312901403
26,0.000856386182808907,0.288682705407948,1.49363991998627
27,0.000858107154680229,0.288580976071379,1.49509392384263
28,0.000868014791623712,0.288486509399706,1.49644276506468
29,0.000882900108146999,0.288392674933371,1.49772102089817
30,0.000880205214480795,0.288264440722607,1.49895438364299
