"split","model","Stage_group","Cell_type","n_cells","mean_prob","prop_gt_0.5","prop_gt_0.9"
"test","Deterministic EM-MMIL","Advanced","Epithelial cells",347,0.551650256371276,0.639769452449568,0.0461095100864553
"test","Deterministic EM-MMIL","Advanced","Oligodendrocytes",6,0.0663350295495572,0,0
"test","Deterministic EM-MMIL","Advanced","Myeloid cells",262,0.0397417072694373,0.00763358778625954,0
"test","Deterministic EM-MMIL","Advanced","MAST cells",1,0.0318534726133105,0,0
"test","Deterministic EM-MMIL","Advanced","NK cells",51,0.0153062637953846,0,0
"test","Deterministic EM-MMIL","Advanced","B lymphocytes",189,0.0115628713500585,0,0
"test","Deterministic EM-MMIL","Advanced","T lymphocytes",392,0.0112933037868921,0,0
"test","Deterministic EM-MMIL","Advanced","Undetermined",4,0.00817440501221283,0,0
"test","Deterministic EM-MMIL","Advanced","Fibroblasts",3,0.000415221372969379,0,0
"test","Deterministic EM-MMIL","Early","Epithelial cells",89,0.262373380553652,0.191011235955056,0.0224719101123595
"test","Deterministic EM-MMIL","Early","MAST cells",12,0.0283582317734753,0,0
"test","Deterministic EM-MMIL","Early","Myeloid cells",95,0.0235361554008024,0,0
"test","Deterministic EM-MMIL","Early","B lymphocytes",78,0.0122463723445329,0,0
"test","Deterministic EM-MMIL","Early","T lymphocytes",341,0.0105439522730754,0,0
"test","Deterministic EM-MMIL","Early","NK cells",50,0.00719995039969862,0,0
"test","Deterministic EM-MMIL","Early","Undetermined",1,0.00545774526264074,0,0
"test","Deterministic EM-MMIL","Early","Fibroblasts",8,0.000109838384724268,0,0
"test","Deterministic EM-MMIL","Early","Endothelial cells",6,6.39180423059427e-05,0,0
"test","MCEM-MMIL","Advanced","Epithelial cells",347,0.551897820078276,0.639769452449568,0.0518731988472622
"test","MCEM-MMIL","Advanced","Oligodendrocytes",6,0.0655051171120524,0,0
"test","MCEM-MMIL","Advanced","Myeloid cells",262,0.0348587216950039,0.00763358778625954,0
"test","MCEM-MMIL","Advanced","MAST cells",1,0.0300019537752333,0,0
"test","MCEM-MMIL","Advanced","NK cells",51,0.0169640529721538,0,0
"test","MCEM-MMIL","Advanced","B lymphocytes",189,0.0123878950793187,0,0
"test","MCEM-MMIL","Advanced","T lymphocytes",392,0.0113695453257054,0,0
"test","MCEM-MMIL","Advanced","Undetermined",4,0.00876507488119306,0,0
"test","MCEM-MMIL","Advanced","Fibroblasts",3,0.000344778688045634,0,0
"test","MCEM-MMIL","Early","Epithelial cells",89,0.260241883524851,0.191011235955056,0.0224719101123595
"test","MCEM-MMIL","Early","MAST cells",12,0.0270683077475673,0,0
"test","MCEM-MMIL","Early","Myeloid cells",95,0.0212572661815375,0,0
"test","MCEM-MMIL","Early","B lymphocytes",78,0.0130186149303304,0,0
"test","MCEM-MMIL","Early","T lymphocytes",341,0.0106931133936874,0,0
