"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.56159043340141,2.0564330225869,1.69361400806452,0.699935578399361
"test","MCEM-MMIL",11,1.54057766176535,2.02501849983813,1.71503361374402,0.685125021669607
"test","Naive inherited-label classifier",11,0.497475144852978,0.4779989357571,0.59460644613376,0.81278865499542
"train","Deterministic EM-MMIL",33,1.25171217215412,2.1103568010215,0.931335225101125,0.434907181313361
"train","MCEM-MMIL",33,1.25972454359699,2.10588643041232,0.937598683428902,0.451101886464638
"train","Naive inherited-label classifier",33,0.432047977541406,0.412370071866133,0.528226869097725,0.718272464437442
