"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0866817485990341,0.61831312430162,0.786391897736456,0.795284709221286,0.706996521066873
2,0.0444801563330726,0.490880675484303,0.581933300049533,0.691425953983355,0.712408194820255
3,0.022160689624555,0.423787847611178,0.45533274204749,0.673727633827055,0.717819868573637
4,0.0122010404754011,0.388568152714378,0.393833726049851,0.681242258495224,0.717819868573637
5,0.00672945842875448,0.368554697086577,0.357991723256263,0.692099983290779,0.718206416698879
6,0.00511165307441819,0.355769849722115,0.336465603605491,0.704259056798377,0.719172787011983
7,0.00324274633287303,0.348765424775968,0.329244638887811,0.712157813708968,0.719559335137225
8,0.00240721255130942,0.344062192874473,0.321342591084873,0.719554324188851,0.717819868573637
9,0.00151803957069396,0.341940304021911,0.32037571229293,0.72246384814596,0.719559335137225
10,0.0017757604556105,0.339313217683755,0.314652551838558,0.726285038305071,0.719945883262466
11,0.00158764184333001,0.337766361919735,0.313106042995771,0.729417820171982,0.719559335137225
12,0.00137557031169714,0.336912646367373,0.312727800371537,0.730670249984978,0.718786238886741
13,0.00154279418131244,0.335783107153076,0.310968184248849,0.732836442889553,0.720525705450329
14,0.00153756462602729,0.334783078502887,0.310459479095393,0.734132401397362,0.720139157325087
15,0.00124939490898378,0.332980534801755,0.307242463767004,0.736713702753762,0.720718979512949
16,0.00165664351908635,0.331606510734011,0.305526745954778,0.73973669301,0.719366061074604
17,0.00134970750365735,0.331549018867427,0.306194818902424,0.740636819925923,0.719366061074604
18,0.00149915165531827,0.331606601869896,0.306894885803505,0.741152600170166,0.720332431387708
19,0.00166747668634167,0.331708943326099,0.306050545193211,0.741252792721954,0.720332431387708
20,0.00111609283424573,0.331394079478613,0.307208093279391,0.742131720803308,0.721105527638191
21,0.00134315018449128,0.330365213319088,0.305184143920968,0.743871773200547,0.719752609199845
22,0.00119603329126021,0.330081531954367,0.304859870734986,0.744356167748494,0.719559335137225
23,0.00162995438284572,0.329001096133417,0.303748416585397,0.746783230130539,0.721492075763433
24,0.00160291110973384,0.329073948147345,0.304506976489963,0.747367623310086,0.723038268264399
25,0.00144000860439085,0.32729783969437,0.305343189476595,0.751298843623345,0.72323154232702
26,0.00127610901174898,0.326448077982247,0.301414409567072,0.753382888907138,0.721492075763433
27,0.00144067933004758,0.325469339196872,0.300613953906571,0.75583543943368,0.721298801700812
28,0.00159758832335095,0.325774605045706,0.300250994315819,0.755461495571871,0.722844994201778
29,0.0010858927384473,0.324527389961912,0.299750382569011,0.758610786458735,0.723038268264399
30,0.00150973034996257,0.324436083616392,0.302403546129255,0.759241043300129,0.722071897951295
