"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.0499561665598986,0.3,0.302538177988415,1.03891143787973
2,0.036760226250003,0.3,0.301379673512375,1.04552272832758
3,0.0258577891798673,0.299974486127875,0.298809899947341,1.08870247377674
4,0.0192165234685249,0.299923269965769,0.300315955766193,1.13472157539794
5,0.0132972937889539,0.299872558684944,0.30013691416535,1.17770250759006
6,0.00971300426123449,0.299849694516252,0.299020537124803,1.2112715001694
7,0.00995007229278445,0.299870582416476,0.299536598209584,1.23565503304638
8,0.00861065023272797,0.299876681165262,0.299926276987888,1.26175832875844
9,0.00827980776482861,0.299896554997582,0.302032648762507,1.28109317680241
10,0.00760988687157707,0.299877458039564,0.302464454976303,1.30262600912992
11,0.00625629937408946,0.299816015564336,0.302559241706161,1.30992036371611
12,0.00678490775114791,0.299516883555137,0.30013691416535,1.32532855546463
13,0.00616390088571551,0.298824955633508,0.298883622959452,1.34217111690677
14,0.00560771012432794,0.297931573611258,0.298062137967351,1.35733002189548
15,0.00446542748694231,0.29731825010792,0.298936282253818,1.36177009835535
16,0.004308555130304,0.296312669558102,0.297567140600316,1.37310881601587
17,0.00355849588183856,0.295932453053139,0.298230647709321,1.37686655782925
18,0.00332775079018228,0.295134764663949,0.296914165350184,1.38984840294621
19,0.00276843003743847,0.294239809803747,0.295292259083728,1.39793659634199
20,0.00288948501270811,0.293171885487955,0.293164823591364,1.40714430120327
21,0.00212904771420876,0.29302735604157,0.293638757240653,1.40756468761538
22,0.00183754099452118,0.292619773535941,0.293607161664034,1.40653102336585
23,0.00221045083952122,0.291890834244518,0.292964718272775,1.40288097539485
24,0.00219203403332265,0.291209189429839,0.292406529752501,1.40876533819066
25,0.00176770568686177,0.290335895453924,0.291121642969984,1.41320383604785
26,0.00169557130668285,0.290170608020758,0.290858346498157,1.4197466477008
27,0.00163616354097128,0.28917060391082,0.28882569773565,1.42623745816249
28,0.00140711762872799,0.289333028582165,0.289836756187467,1.42239365287426
29,0.00171931128511456,0.289105762212948,0.289689310163244,1.41834175989577
30,0.00174027525205829,0.288439888145764,0.288751974723539,1.42028001818188
