"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.094351104321748,0.576253765489306,0.724849292437357,0.772516428295323
2,0.0446678607458069,0.42910124276286,0.586993274268742,0.778314650173947
3,0.0207128385682026,0.359011333698586,0.556026406657149,0.781793583301121
4,0.0100582713591411,0.326496558921792,0.557128797920121,0.781986857363742
5,0.00530972373371563,0.310562374776384,0.564597191519727,0.783146501739467
6,0.00308353891019976,0.30216222897233,0.57168602190465,0.78391959798995
7,0.00195339000772516,0.297435445441459,0.577111717353138,0.78391959798995
8,0.00132807939237465,0.294623564348702,0.580999623042459,0.784692694240433
9,0.000949339553851596,0.292866913872333,0.583740788333026,0.785079242365675
10,0.000699137739072669,0.291724216317026,0.585680230065538,0.784499420177812
11,0.000523327116214059,0.290954525377975,0.587068648589471,0.784306146115191
12,0.00039543334263996,0.2904208617736,0.5880763813557,0.784112872052571
13,0.000300819701004152,0.290041689313585,0.588817938179619,0.784306146115191
14,0.000230612479825962,0.289766377004862,0.58937113872208,0.784306146115191
15,0.000178356740201455,0.289562290420268,0.589789834749065,0.784306146115191
16,0.00013994064733849,0.289408059168702,0.590111641492222,0.784499420177812
17,0.000112288409542688,0.289288267398188,0.590364338841579,0.784499420177812
18,9.30969293343095e-05,0.2891926632477,0.590567635413988,0.784306146115191
