"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.718943805969736,0.979345563348804
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.617451130036588,0.617451130036588
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.615588952682205,0.888986853632276
"test","Categorical EM-MMIL","I","NK cells","I",55,0.602595110889253,0.894748632156605
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.586853144410976,0.878049333770564
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.575927167591322,0.885881649539958
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.566031517692414,0.879717519602104
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.543690491328818,0.806707445102099
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.475102547978162,0.853789277698696
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.210362748537396,0.472060973051664
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.166785043125269,0.40474862088902
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.122479184203656,0.323725006299267
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.113713137671322,0.200246682549769
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.099517616676183,0.162805628929992
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0867805699303528,0.208819565883198
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0520136894944597,0.143041854860174
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.0251618374599077,0.0551327781888289
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0159155498568516,0.0159155498568516
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.36663332010656,0.36663332010656
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.358112408896569,0.724076138127822
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.356791891994999,0.571720244897212
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.332397357823335,0.673146812567653
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.31148929810393,0.90852684938412
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.310624319180395,0.626144051649889
