"experiment_id","task_type","categorical_scheme","feature_method","n_components","model_backend","glmnet_alpha","seed","rho","label_strength","mcem_samples","model","aggregation","n_patients","n_early","n_advanced","auroc","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","metric_name","metric_value"
"EXP007_categorical_three_stage_PCAk10_glmnet_lasso_seed2026","categorical","three_stage","PCA",10,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.929910768987041,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP007_categorical_three_stage_PCAk10_glmnet_lasso_seed2026","categorical","three_stage","PCA",10,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.929970773711528,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP007_categorical_three_stage_PCAk10_glmnet_lasso_seed2026","categorical","three_stage","PCA",10,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.936663354158981,0.5,0.4,0.479166666666667,"accuracy",0.5
