"experiment_id","task_type","categorical_scheme","feature_method","n_components","model_backend","glmnet_alpha","seed","rho","label_strength","mcem_samples","model","aggregation","n_patients","n_early","n_advanced","auroc","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","metric_name","metric_value"
"EXP039_categorical_three_stage_PCAk10_glmnet_lasso_seed2026","categorical","three_stage","PCA",10,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.936663354158981,0.5,0.4,0.479166666666667,"accuracy",0.5
"EXP040_categorical_three_stage_PCAk10_xgboost_seed2026","categorical","three_stage","PCA",10,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,1.0908725293006,0.583333333333333,0.666666666666667,0.583333333333333,"accuracy",0.583333333333333
"EXP040_categorical_three_stage_PCAk10_xgboost_seed2026","categorical","three_stage","PCA",10,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.09239464539363,0.5,0.5,0.496632996632997,"accuracy",0.5
"EXP040_categorical_three_stage_PCAk10_xgboost_seed2026","categorical","three_stage","PCA",10,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,1.07929401212449,0.5,0.5,0.5,"accuracy",0.5
"EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026","categorical","three_stage","PCA",20,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.860673822220767,0.75,0.6,0.829059829059829,"accuracy",0.75
"EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026","categorical","three_stage","PCA",20,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.863763552619148,0.75,0.6,0.829059829059829,"accuracy",0.75
"EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026","categorical","three_stage","PCA",20,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.740773698399431,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.825104495489558,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.825173026903437,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",20,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.714336143191238,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026","categorical","three_stage","PCA",20,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.821474561728081,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026","categorical","three_stage","PCA",20,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.822155839842806,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026","categorical","three_stage","PCA",20,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.713911152574288,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP044_categorical_three_stage_PCAk20_xgboost_seed2026","categorical","three_stage","PCA",20,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.10185394218583,0.5,0.5,0.481481481481481,"accuracy",0.5
"EXP044_categorical_three_stage_PCAk20_xgboost_seed2026","categorical","three_stage","PCA",20,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.09262606427762,0.5,0.6,0.484126984126984,"accuracy",0.5
"EXP044_categorical_three_stage_PCAk20_xgboost_seed2026","categorical","three_stage","PCA",20,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","q90_prob",12,NA,NA,NA,1.10753798350211,0.5,0.6,0.485714285714286,"accuracy",0.5
"EXP045_categorical_three_stage_PCAk50_glmnet_ridge_seed2026","categorical","three_stage","PCA",50,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.827744264809438,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP045_categorical_three_stage_PCAk50_glmnet_ridge_seed2026","categorical","three_stage","PCA",50,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.827571673175216,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP045_categorical_three_stage_PCAk50_glmnet_ridge_seed2026","categorical","three_stage","PCA",50,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.726175065869065,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP046_categorical_three_stage_PCAk50_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.814632369448623,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP046_categorical_three_stage_PCAk50_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.81770759163434,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP046_categorical_three_stage_PCAk50_glmnet_elasticnet_seed2026","categorical","three_stage","PCA",50,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.685766446602593,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP047_categorical_three_stage_PCAk50_glmnet_lasso_seed2026","categorical","three_stage","PCA",50,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.815385547371092,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP047_categorical_three_stage_PCAk50_glmnet_lasso_seed2026","categorical","three_stage","PCA",50,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.818988006238471,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP047_categorical_three_stage_PCAk50_glmnet_lasso_seed2026","categorical","three_stage","PCA",50,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.683258348660334,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP048_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.10678007795612,0.416666666666667,0.433333333333333,0.407407407407407,"accuracy",0.416666666666667
"EXP048_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.09997453409706,0.416666666666667,0.433333333333333,0.41005291005291,"accuracy",0.416666666666667
"EXP048_categorical_three_stage_PCAk50_xgboost_seed2026","categorical","three_stage","PCA",50,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,1.09001374671123,0.333333333333333,0.366666666666667,0.33968253968254,"accuracy",0.333333333333333
"EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026","categorical","three_stage","ICA",10,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,1.14445167336793,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026","categorical","three_stage","ICA",10,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,1.15017894897367,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026","categorical","three_stage","ICA",10,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.940070967059791,0.5,0.4,0.479166666666667,"accuracy",0.5
"EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",10,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,1.18238030598526,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",10,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,1.18959059829538,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",10,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.93742389188804,0.5,0.4,0.479166666666667,"accuracy",0.5
"EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026","categorical","three_stage","ICA",10,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","median_prob",12,NA,NA,NA,1.05545759018066,0.75,0.6,0.829059829059829,"accuracy",0.75
"EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026","categorical","three_stage","ICA",10,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.05052816268384,0.75,0.6,0.829059829059829,"accuracy",0.75
"EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026","categorical","three_stage","ICA",10,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.906223598368956,0.416666666666667,0.333333333333333,0.588235294117647,"accuracy",0.416666666666667
"EXP052_categorical_three_stage_ICAk10_xgboost_seed2026","categorical","three_stage","ICA",10,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.09693395449611,0.5,0.5,0.461111111111111,"accuracy",0.5
"EXP052_categorical_three_stage_ICAk10_xgboost_seed2026","categorical","three_stage","ICA",10,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,1.09304562776991,0.5,0.6,0.505291005291005,"accuracy",0.5
"EXP052_categorical_three_stage_ICAk10_xgboost_seed2026","categorical","three_stage","ICA",10,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,1.09828569409227,0.5,0.6,0.505291005291005,"accuracy",0.5
"EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026","categorical","three_stage","ICA",20,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,0.955212662628227,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026","categorical","three_stage","ICA",20,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","q90_prob",12,NA,NA,NA,0.961651998484949,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026","categorical","three_stage","ICA",20,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.753768001772718,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.824963074167877,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.826523961626557,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",20,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.715851127662467,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026","categorical","three_stage","ICA",20,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.821235433207828,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026","categorical","three_stage","ICA",20,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.822203458824177,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026","categorical","three_stage","ICA",20,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.714968369837947,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP056_categorical_three_stage_ICAk20_xgboost_seed2026","categorical","three_stage","ICA",20,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.10257490087952,0.416666666666667,0.433333333333333,0.407407407407407,"accuracy",0.416666666666667
"EXP056_categorical_three_stage_ICAk20_xgboost_seed2026","categorical","three_stage","ICA",20,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,1.10098263522808,0.5,0.5,0.537373737373737,"accuracy",0.5
"EXP056_categorical_three_stage_ICAk20_xgboost_seed2026","categorical","three_stage","ICA",20,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,1.09931576003125,0.5,0.5,0.490476190476191,"accuracy",0.5
"EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026","categorical","three_stage","ICA",50,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","median_prob",12,NA,NA,NA,0.827866128328176,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026","categorical","three_stage","ICA",50,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,0.825223006964224,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026","categorical","three_stage","ICA",50,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.737907759491725,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.816492898476083,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.820506844906962,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026","categorical","three_stage","ICA",50,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.690479942832651,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026","categorical","three_stage","ICA",50,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.802138834219332,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026","categorical","three_stage","ICA",50,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.802986251594675,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026","categorical","three_stage","ICA",50,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.685500236775405,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP060_categorical_three_stage_ICAk50_xgboost_seed2026","categorical","three_stage","ICA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","median_prob",12,NA,NA,NA,1.09995980912165,0.5,0.5,0.450793650793651,"accuracy",0.5
"EXP060_categorical_three_stage_ICAk50_xgboost_seed2026","categorical","three_stage","ICA",50,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","q90_prob",12,NA,NA,NA,1.10131291104271,0.333333333333333,0.366666666666667,0.366666666666667,"accuracy",0.333333333333333
"EXP060_categorical_three_stage_ICAk50_xgboost_seed2026","categorical","three_stage","ICA",50,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,1.10489388613916,0.333333333333333,0.366666666666667,0.340740740740741,"accuracy",0.333333333333333
"EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026","categorical","three_stage","NMF",10,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,0.942115067057724,0.583333333333333,0.466666666666667,0.619047619047619,"accuracy",0.583333333333333
"EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026","categorical","three_stage","NMF",10,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,0.943223669547075,0.666666666666667,0.533333333333333,0.732142857142857,"accuracy",0.666666666666667
"EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026","categorical","three_stage","NMF",10,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.941076099784502,0.416666666666667,0.333333333333333,0.588235294117647,"accuracy",0.416666666666667
"EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",10,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,0.956925102734685,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",10,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,0.957765106662836,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",10,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.932092212060621,0.416666666666667,0.333333333333333,0.588235294117647,"accuracy",0.416666666666667
"EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026","categorical","three_stage","NMF",10,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,0.937461778942445,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026","categorical","three_stage","NMF",10,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,0.940007206671754,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026","categorical","three_stage","NMF",10,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,0.932273100459144,0.416666666666667,0.333333333333333,0.588235294117647,"accuracy",0.416666666666667
"EXP064_categorical_three_stage_NMFk10_xgboost_seed2026","categorical","three_stage","NMF",10,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,1.08453672630311,0.416666666666667,0.533333333333333,0.421957671957672,"accuracy",0.416666666666667
"EXP064_categorical_three_stage_NMFk10_xgboost_seed2026","categorical","three_stage","NMF",10,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,1.08873406698489,0.416666666666667,0.533333333333333,0.421957671957672,"accuracy",0.416666666666667
"EXP064_categorical_three_stage_NMFk10_xgboost_seed2026","categorical","three_stage","NMF",10,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,1.0872393135254,0.5,0.6,0.484126984126984,"accuracy",0.5
"EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026","categorical","three_stage","NMF",20,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.883995511046228,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026","categorical","three_stage","NMF",20,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.883827740393292,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026","categorical","three_stage","NMF",20,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.780769839057753,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","median_prob",12,NA,NA,NA,0.953318068568608,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",20,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","median_prob",12,NA,NA,NA,0.949750858429628,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",20,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.758374443242949,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026","categorical","three_stage","NMF",20,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.856924521007115,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026","categorical","three_stage","NMF",20,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.853115811605856,0.833333333333333,0.666666666666667,0.909090909090909,"accuracy",0.833333333333333
"EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026","categorical","three_stage","NMF",20,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.755902820659435,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP068_categorical_three_stage_NMFk20_xgboost_seed2026","categorical","three_stage","NMF",20,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q90_prob",12,NA,NA,NA,1.09882572896689,0.5,0.5,0.481818181818182,"accuracy",0.5
"EXP068_categorical_three_stage_NMFk20_xgboost_seed2026","categorical","three_stage","NMF",20,"xgboost",NA,2026,NA,0.7,30,"Categorical MCEM-MMIL","q90_prob",12,NA,NA,NA,1.09990994561902,0.5,0.5,0.5,"accuracy",0.5
"EXP068_categorical_three_stage_NMFk20_xgboost_seed2026","categorical","three_stage","NMF",20,"xgboost",NA,2026,NA,0.7,30,"Naive inherited-label classifier","q99_prob",12,NA,NA,NA,1.0939044179868,0.5,0.6,0.484126984126984,"accuracy",0.5
"EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026","categorical","three_stage","NMF",50,"glmnet",0,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.878060269218314,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026","categorical","three_stage","NMF",50,"glmnet",0,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.881227929034642,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026","categorical","three_stage","NMF",50,"glmnet",0,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.760750070501722,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP070_categorical_three_stage_NMFk50_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical EM-MMIL","mean_prob",12,NA,NA,NA,0.900163849001517,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP070_categorical_three_stage_NMFk50_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",50,"glmnet",0.5,2026,NA,0.7,30,"Categorical MCEM-MMIL","mean_prob",12,NA,NA,NA,0.897802420627011,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP070_categorical_three_stage_NMFk50_glmnet_elasticnet_seed2026","categorical","three_stage","NMF",50,"glmnet",0.5,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.724921178369809,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP071_categorical_three_stage_NMFk50_glmnet_lasso_seed2026","categorical","three_stage","NMF",50,"glmnet",1,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,0.990445828540349,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP071_categorical_three_stage_NMFk50_glmnet_lasso_seed2026","categorical","three_stage","NMF",50,"glmnet",1,2026,NA,0.7,30,"Categorical MCEM-MMIL","q99_prob",12,NA,NA,NA,0.985242108577301,0.833333333333333,0.666666666666667,0.916666666666667,"accuracy",0.833333333333333
"EXP071_categorical_three_stage_NMFk50_glmnet_lasso_seed2026","categorical","three_stage","NMF",50,"glmnet",1,2026,NA,0.7,30,"Naive inherited-label classifier","median_prob",12,NA,NA,NA,0.722715104559122,0.75,0.6,0.816666666666667,"accuracy",0.75
"EXP072_categorical_three_stage_NMFk50_xgboost_seed2026","categorical","three_stage","NMF",50,"xgboost",NA,2026,NA,0.7,30,"Categorical EM-MMIL","q99_prob",12,NA,NA,NA,1.09839612277035,0.333333333333333,0.366666666666667,0.340740740740741,"accuracy",0.333333333333333
