"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.716394427993448,0.716394427993448
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.65765676681608,0.94408750189623
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.65638505675329,0.906854832328271
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.591940311607277,0.83112398242696
"test","Categorical EM-MMIL","I","NK cells","I",55,0.589304326759728,0.860807019878032
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.575683008237379,0.910528899888621
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.528569387973649,0.750609106282676
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.523656590295309,0.925952815536739
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.400719679640901,0.571382419915867
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.356600620933935,0.495439191164827
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.148755787763961,0.394529547972741
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.100339494303765,0.222648758056245
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.0723705211201835,0.123790260168188
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0643850567224998,0.11300496721178
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0439736700702564,0.13866587286743
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.0401549139322367,0.0401549139322367
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.021822807157549,0.038400686549248
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.0204574207292591,0.0358610291347213
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.371091117722586,0.573243817603491
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.364086018322467,0.700489733661371
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.351946470642437,0.897012728799702
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.346310616517772,0.653877365519543
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.32758762194073,0.760282468190668
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.323157522517451,0.620557123464402
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.320520426026371,0.845811180383561
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.243450658074315,0.243450658074315
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.242679699425164,0.510293341082702
"test","Categorical EM-MMIL","II_III","Undetermined","I",2,0.677858001369094,0.795268300243579
"test","Categorical EM-MMIL","II_III","Endothelial cells","I",1,0.646392202370232,0.646392202370232
"test","Categorical EM-MMIL","II_III","B lymphocytes","I",35,0.53218259092871,0.750694094396688
"test","Categorical EM-MMIL","II_III","T lymphocytes","I",108,0.502055944995516,0.936281061968232
"test","Categorical EM-MMIL","II_III","Myeloid cells","I",54,0.446779333905563,0.87126352446678
"test","Categorical EM-MMIL","II_III","NK cells","I",20,0.415220882845963,0.802161441635266
"test","Categorical EM-MMIL","II_III","Epithelial cells","I",41,0.381649462530076,0.912212938576883
"test","Categorical EM-MMIL","II_III","MAST cells","I",6,0.37996733088454,0.682858917199207
"test","Categorical EM-MMIL","II_III","Fibroblasts","I",3,0.352071247171295,0.424106215411609
"test","Categorical EM-MMIL","II_III","Fibroblasts","II_III",3,0.473540491341326,0.616169814331996
"test","Categorical EM-MMIL","II_III","Undetermined","II_III",2,0.0764579544340088,0.0793278233134963
"test","Categorical EM-MMIL","II_III","T lymphocytes","II_III",108,0.067860512245463,0.211803606825967
