"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.364296023090655,0.431986511448375
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.342174645711216,0.427659766332879
"test","Categorical EM-MMIL","I","NK cells","I",55,0.337600445462444,0.384266446083569
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.33543772783184,0.408437673648734
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.330687432151415,0.382702953283513
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.328450264853008,0.404220368710964
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.325653171202045,0.325653171202045
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.324192899568555,0.42121921042511
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.302454211993704,0.410887704006173
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.374748227900613,0.492980688556658
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.346156464711262,0.447237906231302
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.338930847138067,0.419092215595224
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.332083766784024,0.404356817447272
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.330139655639459,0.411962126279783
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.328804641870322,0.392541760080388
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.3172863483604,0.400091458287199
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.316899872109063,0.406830055316994
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.279379652324247,0.279379652324247
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.394967176473708,0.394967176473708
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.340539005928383,0.393380994642021
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.339465968362967,0.419166197828851
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.334422616528701,0.411267294105298
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.333594912667233,0.393600675526883
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.330381720710518,0.373412992206189
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.329650635720183,0.407176344195027
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.322797560105683,0.410756045701264
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.318804104800281,0.375021312270763
"test","Categorical EM-MMIL","II_III","Endothelial cells","I",1,0.375769544985615,0.375769544985615
"test","Categorical EM-MMIL","II_III","Epithelial cells","I",41,0.347431320193796,0.49454731308224
"test","Categorical EM-MMIL","II_III","Fibroblasts","I",3,0.342534501632774,0.40004275940146
"test","Categorical EM-MMIL","II_III","NK cells","I",20,0.342300028110351,0.423722070517879
"test","Categorical EM-MMIL","II_III","T lymphocytes","I",108,0.337232638360379,0.414420071310883
"test","Categorical EM-MMIL","II_III","Undetermined","I",2,0.327296522542886,0.338727461393281
"test","Categorical EM-MMIL","II_III","Myeloid cells","I",54,0.322999498890197,0.396928329777555
"test","Categorical EM-MMIL","II_III","B lymphocytes","I",35,0.316133680489681,0.360758689233814
"test","Categorical EM-MMIL","II_III","MAST cells","I",6,0.281978600982261,0.315627315074934
"test","Categorical EM-MMIL","II_III","Undetermined","II_III",2,0.402853100027476,0.434121894650293
"test","Categorical EM-MMIL","II_III","Myeloid cells","II_III",54,0.349943413767158,0.462493861498848
"test","Categorical EM-MMIL","II_III","B lymphocytes","II_III",35,0.343542308148814,0.407048750902226
"test","Categorical EM-MMIL","II_III","T lymphocytes","II_III",108,0.334917230464542,0.388413551132354
"test","Categorical EM-MMIL","II_III","Fibroblasts","II_III",3,0.329322169194515,0.340833478427831
"test","Categorical EM-MMIL","II_III","NK cells","II_III",20,0.324563521194272,0.369734537341925
"test","Categorical EM-MMIL","II_III","Epithelial cells","II_III",41,0.323169603940642,0.428506037028123
"test","Categorical EM-MMIL","II_III","Endothelial cells","II_III",1,0.308277483701937,0.308277483701937
"test","Categorical EM-MMIL","II_III","MAST cells","II_III",6,0.287367285359656,0.33282597745187
"test","Categorical EM-MMIL","II_III","MAST cells","IV",6,0.430654113658083,0.469932094382519
"test","Categorical EM-MMIL","II_III","B lymphocytes","IV",35,0.340324011361505,0.409761080867126
"test","Categorical EM-MMIL","II_III","NK cells","IV",20,0.333136450695377,0.379875777123883
"test","Categorical EM-MMIL","II_III","Epithelial cells","IV",41,0.329399075865563,0.438947379673814
"test","Categorical EM-MMIL","II_III","Fibroblasts","IV",3,0.328143329172711,0.375649758318654
"test","Categorical EM-MMIL","II_III","T lymphocytes","IV",108,0.327850131175079,0.402037288931737
"test","Categorical EM-MMIL","II_III","Myeloid cells","IV",54,0.327057087342645,0.400619851743161
"test","Categorical EM-MMIL","II_III","Endothelial cells","IV",1,0.315952971312447,0.315952971312447
"test","Categorical EM-MMIL","II_III","Undetermined","IV",2,0.269850377429637,0.289688233202059
"test","Categorical EM-MMIL","IV","Oligodendrocytes","I",2,0.344887448017136,0.35636649978861
"test","Categorical EM-MMIL","IV","Undetermined","I",8,0.338245487245074,0.401429254146226
"test","Categorical EM-MMIL","IV","Myeloid cells","I",146,0.336414145321389,0.409211723884881
"test","Categorical EM-MMIL","IV","Epithelial cells","I",379,0.33474548620863,0.416479033302939
