"iter","delta","mean_entropy","mean_mc_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0374502176147492,0.814133752274469,0.786391897736456,1.11709604736584,0.337843061461152
2,0.00866570365546375,0.814211084724878,0.77902728119366,1.11567962820468,0.331078469269424
3,0.00791896181911642,0.814162802283578,0.777090609439533,1.11620489872905,0.336103594897565
4,0.00796725591690226,0.814401630533034,0.78209959533779,1.11613793099868,0.33262466177039
5,0.00752832846118033,0.813815886489579,0.779260834392085,1.11543609996592,0.338422883649014
6,0.00782477377549225,0.813969890689427,0.773979490036923,1.11665303931423,0.333591032083494
7,0.00771729684029525,0.814366231185339,0.782221205666426,1.11668349684597,0.337649787398531
8,0.00798879360181037,0.814341151253707,0.779894691410597,1.11571118694418,0.333977580208736
9,0.0078991024558168,0.814259276694699,0.781454619532141,1.11624201215555,0.337843061461152
10,0.00788624347349611,0.814331860221617,0.778928481612333,1.11586708785419,0.333784306146115
11,0.00771267177713019,0.814017885669608,0.779207359481894,1.11571215593406,0.339582528024739
12,0.00760728674500047,0.814057951125372,0.777667390039422,1.11594435068197,0.340548898337843
13,0.00781434408951215,0.81398648065993,0.777157786310043,1.11594788091596,0.343061461151913
14,0.00802218881491305,0.814102044104033,0.779851404748865,1.1154938688568,0.33745651333591
15,0.00760493678367664,0.814117773386867,0.776327503012256,1.1163091852038,0.335910320834944
16,0.00734344205603004,0.814228325590496,0.777677254159404,1.11635634554023,0.331658291457286
17,0.00779693639737563,0.814388106388567,0.781049983050627,1.11634883121362,0.334750676459219
18,0.0075972279753261,0.814198381567321,0.779121015635965,1.11605883521612,0.335717046772323
19,0.00739847288915813,0.81422146418528,0.7769829608725,1.11618256831187,0.334170854271357
20,0.00779910414461025,0.814102578167495,0.779901013971896,1.11518020023253,0.335717046772323
21,0.00780068609406061,0.814075888744369,0.779682388605334,1.11577398258057,0.335523772709702
22,0.00792949523134187,0.813984076512118,0.777576757058576,1.11626207218901,0.335717046772323
23,0.00764803934408412,0.814059371191207,0.780503400610668,1.11567088849119,0.33726323927329
24,0.00780670001679847,0.814281840265096,0.774128664714841,1.11682649220993,0.33494395052184
25,0.00803192576919043,0.814245323947785,0.781205389539341,1.11644017040424,0.330885195206803
26,0.00795153376563574,0.814335572105855,0.779626141303233,1.11594548401468,0.338229609586394
27,0.00756611104043216,0.814237416624956,0.780762931785657,1.11631768560258,0.33494395052184
28,0.00761198488708741,0.814172241648251,0.779791458069161,1.11587610885037,0.337069965210669
29,0.00755623603108539,0.814085443308733,0.77849202346401,1.11626131944331,0.33745651333591
30,0.0077409309811041,0.814243286096933,0.781132760834165,1.11616967467268,0.33494395052184
