"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.052765917787296,0.3,0.302538177988415,1.01316147825397
2,0.0337543815542796,0.3,0.300726698262243,1.01668648584445
3,0.0213962921813503,0.299925351398023,0.298957345971564,1.05099274157707
4,0.0154811290814919,0.299855862027133,0.297177461822012,1.08802279347795
5,0.0102299696744476,0.299845770369525,0.300905739863086,1.10359004232756
6,0.010125651005727,0.299789526615665,0.298388625592417,1.12710724328791
7,0.00848923550442323,0.299804199884719,0.30057925223802,1.14042555982413
8,0.00875646126459227,0.299794698051395,0.300916271721959,1.15657496641097
9,0.00637476059067162,0.299742030870444,0.300115850447604,1.1732719406642
10,0.00740533929598189,0.299680419600742,0.299210110584518,1.18604547351961
11,0.00536279683855174,0.299653532014123,0.300358083201685,1.18764109462515
12,0.00538209884165048,0.299648393969919,0.300284360189573,1.19584799737598
13,0.00626968287652794,0.299508130294201,0.298409689310163,1.20587539552852
14,0.0052817164635987,0.299565684402469,0.300537124802528,1.21071124765625
15,0.0053213151900057,0.299485331986673,0.299136387572407,1.21814408908304
16,0.0057337840987794,0.29926151775675,0.297482885729331,1.22981492970208
17,0.00530772466750299,0.299234320082941,0.298588730911006,1.23524941561997
18,0.00495281265053929,0.299189937821564,0.299210110584518,1.23894147098808
19,0.00429154750660663,0.299146031019197,0.29914691943128,1.24636956638881
20,0.00442844503847826,0.298908114681815,0.297725118483412,1.25806058272627
21,0.00362368414934822,0.298940629907665,0.298809899947341,1.26056230894959
22,0.00421366429100734,0.298785234989323,0.297493417588204,1.26969009730134
23,0.00408584340563789,0.298976206644086,0.299884149552396,1.26774928424717
24,0.00316325095653884,0.298788506513536,0.298683517640864,1.27308048267033
25,0.0040719360476944,0.298533069471482,0.297883096366509,1.28086054179361
26,0.00387867054595012,0.298301786758675,0.297525013164824,1.29169937549599
27,0.00295569242083383,0.298394843247306,0.297893628225382,1.29292452498139
28,0.00308567137683878,0.298525884895096,0.29942074776198,1.2913592018763
29,0.00369138672566956,0.29843934273136,0.299189046866772,1.29231858131669
30,0.00313930466125643,0.298189545611386,0.297777777777778,1.29866832017212
