"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.931497554324731,0.999785898431904
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.693827381733789,0.962316223261208
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.678423077698311,0.988353465094112
"test","Categorical EM-MMIL","I","NK cells","I",55,0.667158251327447,0.982313651136192
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.621392838299725,0.927886680144098
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.56745330601282,0.869457549043919
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.558097825804634,0.958001863499366
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.525180589956938,0.525180589956938
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.499441665177679,0.955834750801462
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.228106784767754,0.662492058580864
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.208059815324679,0.666775235155432
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.151231994551022,0.335986516442068
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.137240866715405,0.279120076295009
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.137097953788969,0.417646530227681
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0703922713809937,0.154859563864561
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0448254137549558,0.131817753545778
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.0103263723449244,0.0306616226942341
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,0.00116561140368291,0.00116561140368291
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.473653798639379,0.473653798639379
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.304804220406396,0.990745174110686
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.295305827271775,0.589432620095021
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.292498519497641,0.760942120876833
