"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0353071702634913,0.814940709326942,1.11571668032598,0.336876691148048
2,0.0075927579690896,0.814981761483728,1.11454144223407,0.335523772709702
3,0.00708651036950138,0.815015749472217,1.11495443036847,0.329918824893699
4,0.00714371593564823,0.814969508159587,1.11471303858235,0.333977580208736
5,0.0070299759390986,0.814729205227091,1.11438182848342,0.338422883649014
6,0.00684218856979587,0.814795189295061,1.11410164700201,0.329725550831078
7,0.00713353775443251,0.81519278188635,1.11530258387858,0.328759180517974
8,0.00704327272120838,0.814949807160695,1.11467686781089,0.339002705836877
9,0.00692556421123315,0.815032545860558,1.1151060686129,0.335910320834944
10,0.0068136459849445,0.814906473084796,1.11455060850707,0.334557402396598
11,0.00667684202250362,0.81488296388236,1.11457264210903,0.33745651333591
12,0.00710548634169703,0.815001930804493,1.11459083561272,0.335523772709702
13,0.00717939903217172,0.815156919201911,1.11526091189501,0.332044839582528
14,0.00707372230247506,0.815073461942801,1.11505273348379,0.332238113645149
15,0.00689079221773421,0.815113672250672,1.11489526586097,0.334557402396598
16,0.00694612647292502,0.814962433990236,1.11498250510067,0.335137224584461
17,0.00676919551746874,0.815059764940797,1.11476151777784,0.333591032083494
18,0.00688430304379627,0.815053703209948,1.11504123353253,0.331658291457286
19,0.00674283150099504,0.815003835520371,1.11488568327552,0.334170854271357
20,0.00683263278060615,0.815078930724068,1.11494096934356,0.327406262079629
21,0.00703918943987058,0.814954198350603,1.11489531875933,0.333397758020874
22,0.00701110822308104,0.814995278198458,1.11448057572052,0.335910320834944
23,0.00694384114577409,0.815008395060047,1.11489155108683,0.337069965210669
24,0.0069573953795475,0.814744510136658,1.11459883157788,0.335330498647082
25,0.00698108508729646,0.814869671850639,1.11458705388628,0.337843061461152
26,0.00688661626547482,0.815140431291801,1.11455591627228,0.336296868960186
27,0.00676878386746824,0.815214216002432,1.11505736743706,0.338229609586394
28,0.00668280800264517,0.815120640854395,1.11474536775416,0.334557402396598
29,0.00709636057414729,0.815073085682971,1.11508317540991,0.33262466177039
30,0.00689814589348485,0.814882030907071,1.11452533964033,0.336103594897565
