"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0716615115288719,0.676912821469998,0.88673596151722,0.599729416312331
2,0.0389809674073678,0.582911673626744,0.816390435399403,0.6068805566293
3,0.0225790658962425,0.525611230361031,0.806820295481083,0.612678778507924
4,0.0143848435348548,0.488445639144885,0.817722611331605,0.621569385388481
5,0.00986521140147421,0.462976317780284,0.834476808172508,0.625628140703518
6,0.00701158888170224,0.444847953337699,0.851783320464023,0.629493621955934
7,0.00510099012918278,0.431445331631899,0.867803668138027,0.630846540394279
8,0.00382305366743471,0.421096248772282,0.882261524809526,0.633745651333591
9,0.00295732252784861,0.412781185532977,0.895483016438889,0.636644762272903
10,0.00236869207107638,0.405834974023373,0.907917159602378,0.636838036335524
11,0.00193677185981192,0.39990048783977,0.919809733827842,0.637224584460765
12,0.00160314506302372,0.394757364793037,0.931229355423096,0.637804406648628
13,0.00133841354158398,0.390253805709059,0.942182301269144,0.638770776961732
14,0.00112538885656489,0.38627890021441,0.952682745643593,0.639737147274836
15,0.000953518327022284,0.382751068306513,0.96276177743428,0.639543873212215
16,0.000812617019858334,0.379608865793865,0.972436580516981,0.639350599149594
17,0.000695606705659557,0.37680726187184,0.981702244939276,0.639157325086973
18,0.000597131007464204,0.374311192793362,0.990538545130353,0.639350599149594
19,0.000513412865351536,0.372091694595101,0.998919156070994,0.639543873212215
20,0.000441713001577335,0.370123726386225,1.00681795687544,0.639157325086973
21,0.000379904688940968,0.368384988866102,1.01421155350435,0.639157325086973
22,0.000326481144523654,0.366855145288147,1.02108002432458,0.639157325086973
23,0.000280181928166735,0.365515163017612,1.02740831534341,0.638964051024352
24,0.000240075131782914,0.364346827940905,1.03318890133814,0.638964051024352
25,0.000205441797793172,0.363332566068598,1.03842420441528,0.638770776961732
26,0.000175534785981431,0.362455543367802,1.04312719112403,0.638770776961732
27,0.000149740334418339,0.361699880098303,1.04732012148648,0.638770776961732
28,0.000127549296946808,0.361050840174797,1.05103240230445,0.638770776961732
29,0.000108498469833429,0.360494943795231,1.05429833874616,0.638577502899111
30,9.21814203199223e-05,0.360020007025908,1.05715511850003,0.638577502899111
