"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0715215115469719,0.677492211184815,0.887422701034712,0.598569771936606
2,0.0387420119429957,0.584634268582386,0.817519033856776,0.604174719752609
3,0.0221041753439188,0.529157526323921,0.807559962402473,0.608426749130267
4,0.013762520759445,0.494041781275325,0.816966933706295,0.614418245071511
5,0.00928572878227746,0.470207310908777,0.831657482548925,0.619829918824894
6,0.00660760369740238,0.453062266725722,0.847096356608973,0.623115577889447
7,0.00486883010722109,0.440111250763522,0.861869389885723,0.624081948202551
8,0.00370344904186413,0.42987920553811,0.875743375446534,0.624855044453034
9,0.00290405548350302,0.421481325610387,0.888909368980447,0.626981059141863
10,0.00233247770381854,0.414402818992735,0.901576704367375,0.627174333204484
11,0.00190164656991295,0.408342841342751,0.913810807915765,0.627947429454967
12,0.00156326503691138,0.403111110313131,0.925570029556171,0.628333977580209
13,0.00129203035038939,0.398572041232976,0.936798257138524,0.62872052570545
14,0.00107256540509572,0.394622653402133,0.947460096183957,0.628913799768071
15,0.000893929982826858,0.391182593289169,0.957531514916794,0.628913799768071
16,0.000747334229169597,0.388187595764683,0.966989377280758,0.629107073830692
17,0.000626091037044453,0.38558481456688,0.975809829625849,0.629107073830692
18,0.000525133571786577,0.383329304549445,0.983971406113371,0.629300347893313
19,0.000440692085773825,0.381381737549366,0.991458213613211,0.629107073830692
20,0.000369829175946198,0.3797068195987,0.998263158801467,0.629107073830692
21,0.00031031862324909,0.378272339449507,1.00439055922785,0.629300347893313
22,0.000260278816941827,0.377048720427,1.00985724948309,0.629686896018554
23,0.000218164432822323,0.376008886436425,1.01469184828009,0.629686896018554
24,0.000182710170994804,0.375128253808412,1.01893265035895,0.629686896018554
25,0.000152877250188143,0.374384728438461,1.02262487929675,0.629686896018554
26,0.000127791912172202,0.37375865787426,1.0258178801849,0.629880170081175
27,0.000106728133421981,0.373232730149849,1.02856259091538,0.629880170081175
28,8.90597597829681e-05,0.372791828053658,1.03090946009009,0.629880170081175
