"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical MCEM-MMIL","I","T lymphocytes","II_III",273,0.00689593760750169,0.00798608852691857
"test","Categorical MCEM-MMIL","I","NK cells","II_III",55,0.00683954848919286,0.00793421362451458
"test","Categorical MCEM-MMIL","I","B lymphocytes","II_III",43,0.00658674953029779,0.00756692408888953
"test","Categorical MCEM-MMIL","I","Myeloid cells","II_III",212,0.00628907411831755,0.00762033409025042
"test","Categorical MCEM-MMIL","I","Epithelial cells","II_III",55,0.00337005722584549,0.00799001879509359
"test","Categorical MCEM-MMIL","I","Endothelial cells","II_III",6,0.00333699880817055,0.00656569259916916
"test","Categorical MCEM-MMIL","I","NK cells","IV",55,0.687010924638338,0.773345212208669
"test","Categorical MCEM-MMIL","I","Undetermined","IV",1,0.613649615976931,0.613649615976931
"test","Categorical MCEM-MMIL","I","T lymphocytes","IV",273,0.603211059297004,0.706558907862571
"test","Categorical MCEM-MMIL","I","B lymphocytes","IV",43,0.582160206880531,0.642906158848909
"test","Categorical MCEM-MMIL","I","Myeloid cells","IV",212,0.558283338994488,0.877208059832621
"test","Categorical MCEM-MMIL","I","Epithelial cells","IV",55,0.324298570158836,0.976937195851268
"test","Categorical MCEM-MMIL","I","Endothelial cells","IV",6,0.309543385851318,0.555113547568903
"test","Categorical MCEM-MMIL","I","Fibroblasts","IV",20,0.257513994828626,0.432265353651359
"test","Categorical MCEM-MMIL","I","MAST cells","IV",21,0.194505458860077,0.26767339814724
"test","Categorical MCEM-MMIL","II_III","MAST cells","I",6,0.878962242938653,0.919395419693972
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","I",1,0.452849987720858,0.452849987720858
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","I",41,0.449753384017824,0.99699375061272
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","I",54,0.437903381340242,0.777158675718319
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","I",108,0.41369623682587,0.481927133552467
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","I",35,0.376170658479506,0.451112953195909
"test","Categorical MCEM-MMIL","II_III","NK cells","I",20,0.320588731778524,0.379685891786736
"test","Categorical MCEM-MMIL","II_III","Undetermined","I",2,0.31988427178049,0.327854738765542
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","I",3,0.267715610011914,0.385208228445968
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","II_III",3,0.538143951450629,0.755749219584858
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","II_III",1,0.00719399647805657,0.00719399647805657
"test","Categorical MCEM-MMIL","II_III","Undetermined","II_III",2,0.00704957582704387,0.00730600079433763
"test","Categorical MCEM-MMIL","II_III","NK cells","II_III",20,0.00692423590540422,0.00750218516036995
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","II_III",108,0.00679147998990289,0.00778650094181104
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","II_III",35,0.00634515761229079,0.00745217064522323
"test","Categorical MCEM-MMIL","II_III","MAST cells","II_III",6,0.00622228554991387,0.00685602452562107
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","II_III",54,0.00613812667409134,0.00774658143038194
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","II_III",41,0.00245067948922363,0.00503178365638856
"test","Categorical MCEM-MMIL","II_III","Undetermined","IV",2,0.673066152392467,0.681293044344813
"test","Categorical MCEM-MMIL","II_III","NK cells","IV",20,0.672487032316071,0.756837677824632
"test","Categorical MCEM-MMIL","II_III","B lymphocytes","IV",35,0.617484183908203,0.659866240293475
"test","Categorical MCEM-MMIL","II_III","T lymphocytes","IV",108,0.579512283184227,0.656807824372371
"test","Categorical MCEM-MMIL","II_III","Myeloid cells","IV",54,0.555958491985666,0.922962705658533
"test","Categorical MCEM-MMIL","II_III","Epithelial cells","IV",41,0.547795936492952,0.983546522038124
"test","Categorical MCEM-MMIL","II_III","Endothelial cells","IV",1,0.539956015801085,0.539956015801085
"test","Categorical MCEM-MMIL","II_III","Fibroblasts","IV",3,0.194140438537458,0.311611395562946
"test","Categorical MCEM-MMIL","II_III","MAST cells","IV",6,0.114815471511434,0.171523476948796
"test","Categorical MCEM-MMIL","IV","Fibroblasts","I",5,0.369856012867208,0.479730806898562
"test","Categorical MCEM-MMIL","IV","T lymphocytes","I",211,0.354985877537354,0.433785478726733
"test","Categorical MCEM-MMIL","IV","B lymphocytes","I",77,0.340873076043307,0.397786690683596
"test","Categorical MCEM-MMIL","IV","Undetermined","I",8,0.265165446678798,0.295857001799734
"test","Categorical MCEM-MMIL","IV","NK cells","I",42,0.249611673113573,0.312926970416481
"test","Categorical MCEM-MMIL","IV","Myeloid cells","I",146,0.17522998270317,0.324108404841486
"test","Categorical MCEM-MMIL","IV","Epithelial cells","I",379,0.130625072117858,0.292339975554633
"test","Categorical MCEM-MMIL","IV","Oligodendrocytes","I",2,0.00718257146127032,0.00971256058706886
"test","Categorical MCEM-MMIL","IV","Oligodendrocytes","II_III",2,0.143070924107291,0.244504671525468
"test","Categorical MCEM-MMIL","IV","Fibroblasts","II_III",5,0.0782614917286725,0.157837350409728
"test","Categorical MCEM-MMIL","IV","Undetermined","II_III",8,0.00788960532449885,0.00870906225009337
"test","Categorical MCEM-MMIL","IV","T lymphocytes","II_III",211,0.00650648813559903,0.00734456556187373
"test","Categorical MCEM-MMIL","IV","NK cells","II_III",42,0.00633592309336893,0.00724958829755397
"test","Categorical MCEM-MMIL","IV","B lymphocytes","II_III",77,0.00600255066220685,0.00679502179872938
"test","Categorical MCEM-MMIL","IV","Myeloid cells","II_III",146,0.00518823888765433,0.00727060270759699
"test","Categorical MCEM-MMIL","IV","Epithelial cells","II_III",379,0.00504529920582547,0.00797280512718669
"test","Categorical MCEM-MMIL","IV","Epithelial cells","IV",379,0.864329628676317,0.962250127883507
"test","Categorical MCEM-MMIL","IV","Oligodendrocytes","IV",2,0.849746504431439,0.948650262723817
"test","Categorical MCEM-MMIL","IV","Myeloid cells","IV",146,0.819581778409175,0.931481397388112
"test","Categorical MCEM-MMIL","IV","NK cells","IV",42,0.744052403793058,0.799516306101203
"test","Categorical MCEM-MMIL","IV","Undetermined","IV",8,0.726944947996704,0.768368405967131
"test","Categorical MCEM-MMIL","IV","B lymphocytes","IV",77,0.653124373294486,0.71287828838352
"test","Categorical MCEM-MMIL","IV","T lymphocytes","IV",211,0.638507634327047,0.714171417076408
"test","Categorical MCEM-MMIL","IV","Fibroblasts","IV",5,0.551882495404119,0.730090324492997
"test","Naive inherited-label classifier","I","Endothelial cells","I",6,0.616328276275459,0.752497330961059
"test","Naive inherited-label classifier","I","MAST cells","I",21,0.5015973116745,0.56382184131644
"test","Naive inherited-label classifier","I","Epithelial cells","I",55,0.437001899989123,0.741343501358865
"test","Naive inherited-label classifier","I","B lymphocytes","I",43,0.393096776214945,0.441712860030947
"test","Naive inherited-label classifier","I","Fibroblasts","I",20,0.376010673820165,0.442850262600476
"test","Naive inherited-label classifier","I","Undetermined","I",1,0.374152489804807,0.374152489804807
"test","Naive inherited-label classifier","I","T lymphocytes","I",273,0.366036839610004,0.421647426484493
"test","Naive inherited-label classifier","I","Myeloid cells","I",212,0.339723555791543,0.457669623735635
"test","Naive inherited-label classifier","I","NK cells","I",55,0.298426872252495,0.335363604855325
"test","Naive inherited-label classifier","I","Fibroblasts","II_III",20,0.45723727944566,0.58338298471092
"test","Naive inherited-label classifier","I","NK cells","II_III",55,0.167871387441922,0.192897718404588
"test","Naive inherited-label classifier","I","MAST cells","II_III",21,0.163839685712155,0.185116427935463
"test","Naive inherited-label classifier","I","Myeloid cells","II_III",212,0.155404977850817,0.21278886032921
"test","Naive inherited-label classifier","I","T lymphocytes","II_III",273,0.13496533442448,0.174738657583448
"test","Naive inherited-label classifier","I","Epithelial cells","II_III",55,0.113877510784992,0.175881997604698
"test","Naive inherited-label classifier","I","Undetermined","II_III",1,0.104867184144295,0.104867184144295
"test","Naive inherited-label classifier","I","B lymphocytes","II_III",43,0.0826194645998467,0.099920985236628
"test","Naive inherited-label classifier","I","Endothelial cells","II_III",6,0.0445244006715487,0.0696826036924099
