"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.24490493443077,2.15718778955343,0.772300402601854,0.40012957680446
"test","MCEM-MMIL",11,1.2392760873926,2.13833395332556,0.765114832354699,0.387431679951758
"test","Naive inherited-label classifier",11,0.448159201792873,0.425965687400711,0.668101530576502,1.19840425025722
"train","Deterministic EM-MMIL",33,1.58828692958411,2.54808207761905,1.32665106062184,0.641479592218708
"train","MCEM-MMIL",33,1.57064351587213,2.52917747982297,1.29451262894683,0.628520367691611
"train","Naive inherited-label classifier",33,0.438961116559875,0.407156805436444,0.607117360073792,1.06863219828091
