"iter","delta","mean_entropy","train_logloss_inherited","train_accuracy_inherited"
1,0.0298983975395346,0.817134917338072,1.11486207250413,0.333011209895632
2,0.00626991370503273,0.817262563657956,1.11480126746016,0.33011209895632
3,0.00578105581745981,0.817695754555688,1.11540565857572,0.328759180517974
4,0.00560566159281682,0.817188624807325,1.11478161552034,0.333397758020874
5,0.00569481003596257,0.817453228420878,1.11536636612819,0.323734054889834
6,0.00574368007697163,0.817414659612929,1.11480491675319,0.3252802473908
7,0.00567820298460283,0.817466828389172,1.11539941467337,0.329532276768458
8,0.00568619426868167,0.817499470595429,1.11488554199607,0.328759180517974
9,0.00562497872820047,0.817379436698508,1.11520725426633,0.326246617703904
10,0.00578795776608739,0.817408003378735,1.11512948922405,0.331465017394666
11,0.00562522350551744,0.817511571872786,1.11532870531783,0.328952454580595
12,0.00556766621244125,0.817388397610599,1.11468518547223,0.331851565519907
13,0.00582075833208299,0.817201129413748,1.1146188604387,0.330885195206803
14,0.00588900939869128,0.817631614933511,1.11548048030364,0.327986084267491
15,0.00576524096936215,0.81743037668242,1.11493875322963,0.330691921144182
16,0.00582687567081798,0.817483605915166,1.11490576323627,0.330498647081562
17,0.00572336919317922,0.817204211076274,1.114142632048,0.334170854271357
18,0.00567784280425539,0.817011567603158,1.11426256019956,0.333011209895632
19,0.0055592525219558,0.817319273107899,1.1148005523745,0.325666795516042
20,0.00568830306949939,0.817505355700019,1.11507482058663,0.326633165829146
21,0.00576959916786253,0.817550888394849,1.11522363078083,0.330498647081562
22,0.0055988283913125,0.817671366908366,1.1151823318644,0.324120603015075
23,0.00578058922390122,0.817684700092475,1.11533594557969,0.324507151140317
24,0.00563673192670196,0.817230238220938,1.11461535009182,0.331271743332045
25,0.00584939064534993,0.817551131330703,1.1153177202705,0.326633165829146
26,0.00588968955053653,0.817254384331259,1.11468879659767,0.331078469269424
27,0.00568287625016698,0.817352348450052,1.11470155923602,0.328565906455354
28,0.00563563864968869,0.817301214373888,1.11479450649824,0.330498647081562
29,0.00587215144585871,0.817457339551074,1.11487961842589,0.33243138770777
30,0.00567062326145051,0.817191089299091,1.11419770372703,0.32779281020487
