"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"test","Categorical EM-MMIL","I","Endothelial cells","I",6,0.963217035162626,0.999977309325955
"test","Categorical EM-MMIL","I","B lymphocytes","I",43,0.711097627732734,0.970354093073445
"test","Categorical EM-MMIL","I","Fibroblasts","I",20,0.6904802841377,0.989428916700106
"test","Categorical EM-MMIL","I","NK cells","I",55,0.671321175360169,0.989286470548959
"test","Categorical EM-MMIL","I","Myeloid cells","I",212,0.607259652701354,0.938141837141078
"test","Categorical EM-MMIL","I","MAST cells","I",21,0.569121543179594,0.854102623903036
"test","Categorical EM-MMIL","I","Epithelial cells","I",55,0.56628711219907,0.983401289627215
"test","Categorical EM-MMIL","I","T lymphocytes","I",273,0.501905244773295,0.96642847778906
"test","Categorical EM-MMIL","I","Undetermined","I",1,0.470325499957464,0.470325499957464
"test","Categorical EM-MMIL","I","Fibroblasts","II_III",20,0.243668365830037,0.681198943965683
"test","Categorical EM-MMIL","I","T lymphocytes","II_III",273,0.21258363224566,0.684278748348687
"test","Categorical EM-MMIL","I","MAST cells","II_III",21,0.183703453126574,0.434192118122213
"test","Categorical EM-MMIL","I","Myeloid cells","II_III",212,0.16560371911241,0.395737604368182
"test","Categorical EM-MMIL","I","Epithelial cells","II_III",55,0.123851955545195,0.420829223125503
"test","Categorical EM-MMIL","I","NK cells","II_III",55,0.0672373859816746,0.148606829360576
"test","Categorical EM-MMIL","I","B lymphocytes","II_III",43,0.0403788977230948,0.128473380476305
"test","Categorical EM-MMIL","I","Endothelial cells","II_III",6,0.00738104384447887,0.0221118849857808
"test","Categorical EM-MMIL","I","Undetermined","II_III",1,6.64273744399165e-05,6.64273744399165e-05
"test","Categorical EM-MMIL","I","Undetermined","IV",1,0.529608072668096,0.529608072668096
"test","Categorical EM-MMIL","I","Epithelial cells","IV",55,0.309860932255735,0.998172824002937
"test","Categorical EM-MMIL","I","T lymphocytes","IV",273,0.285511122981045,0.77511022716722
"test","Categorical EM-MMIL","I","NK cells","IV",55,0.261441438658157,0.742514278624526
"test","Categorical EM-MMIL","I","B lymphocytes","IV",43,0.248523474544172,0.740782209134122
"test","Categorical EM-MMIL","I","MAST cells","IV",21,0.247175003693832,0.62814299344144
"test","Categorical EM-MMIL","I","Myeloid cells","IV",212,0.227136628186236,0.935063041478128
"test","Categorical EM-MMIL","I","Fibroblasts","IV",20,0.0658513500322627,0.048833277666011
"test","Categorical EM-MMIL","I","Endothelial cells","IV",6,0.0294019209928952,0.0867447494109302
"test","Categorical EM-MMIL","II_III","Endothelial cells","I",1,0.950811987748723,0.950811987748723
"test","Categorical EM-MMIL","II_III","B lymphocytes","I",35,0.658883415720601,0.941572254447531
"test","Categorical EM-MMIL","II_III","Undetermined","I",2,0.654186028521063,0.89899873424621
"test","Categorical EM-MMIL","II_III","T lymphocytes","I",108,0.513788316903554,0.950505895845287
"test","Categorical EM-MMIL","II_III","NK cells","I",20,0.496160034630815,0.919549614153731
"test","Categorical EM-MMIL","II_III","Myeloid cells","I",54,0.414394361632913,0.845919386721101
"test","Categorical EM-MMIL","II_III","MAST cells","I",6,0.386550178986903,0.617837502980967
"test","Categorical EM-MMIL","II_III","Epithelial cells","I",41,0.291233601414181,0.874269664390816
"test","Categorical EM-MMIL","II_III","Fibroblasts","I",3,0.283802446051754,0.569930416445027
"test","Categorical EM-MMIL","II_III","Fibroblasts","II_III",3,0.366575492657992,0.756703409024296
"test","Categorical EM-MMIL","II_III","Myeloid cells","II_III",54,0.186176756586223,0.489186941588348
"test","Categorical EM-MMIL","II_III","Epithelial cells","II_III",41,0.0824179087629695,0.299500022304851
