"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.17648633580177,1.88160440324854,0.696033748930114,0.358572744946856
"test","MCEM-MMIL",11,1.16791807827716,1.86517475893388,0.681071735091988,0.354364427577486
"test","Naive inherited-label classifier",11,0.448324632646034,0.426267430901515,0.667368188654596,1.19369334068341
"train","Deterministic EM-MMIL",33,1.50683162955193,2.22716050963929,1.1685673264951,0.590580659068924
"train","MCEM-MMIL",33,1.495089106097,2.20681713868571,1.15455837224223,0.589705873696485
"train","Naive inherited-label classifier",33,0.439206780091307,0.407108644033954,0.606504487569723,1.06547930193943
