"split","model","n_patients","multiclass_logloss","accuracy","balanced_accuracy","macro_f1","aggregation"
"test","Categorical EM-MMIL",12,0.886054657520687,0.75,0.6,0.829059829059829,"mean_prob"
"test","Categorical EM-MMIL",12,0.888452044835174,0.75,0.6,0.829059829059829,"median_prob"
"test","Categorical EM-MMIL",12,0.955212662628227,0.833333333333333,0.666666666666667,0.916666666666667,"q90_prob"
"test","Categorical EM-MMIL",12,0.973866587750854,0.583333333333333,0.466666666666667,0.619047619047619,"q99_prob"
"test","Categorical MCEM-MMIL",12,0.890469232919149,0.75,0.6,0.829059829059829,"mean_prob"
"test","Categorical MCEM-MMIL",12,0.892701850287859,0.75,0.6,0.829059829059829,"median_prob"
"test","Categorical MCEM-MMIL",12,0.961651998484949,0.833333333333333,0.666666666666667,0.916666666666667,"q90_prob"
"test","Categorical MCEM-MMIL",12,0.975633960335639,0.583333333333333,0.466666666666667,0.619047619047619,"q99_prob"
"test","Naive inherited-label classifier",12,0.753768001772718,0.833333333333333,0.666666666666667,0.916666666666667,"median_prob"
"test","Naive inherited-label classifier",12,0.775956000515377,0.833333333333333,0.666666666666667,0.916666666666667,"mean_prob"
"test","Naive inherited-label classifier",12,0.866482984827534,0.666666666666667,0.533333333333333,0.732142857142857,"q90_prob"
"test","Naive inherited-label classifier",12,0.942417436691348,0.5,0.4,0.479166666666667,"q99_prob"
"train","Categorical EM-MMIL",32,0.789201996384266,0.71875,0.555555555555556,0.769041769041769,"mean_prob"
"train","Categorical EM-MMIL",32,0.805681127696838,0.71875,0.555555555555556,0.769041769041769,"median_prob"
"train","Categorical EM-MMIL",32,0.822807673285429,0.71875,0.555555555555556,0.769041769041769,"q90_prob"
"train","Categorical EM-MMIL",32,0.895907473815354,0.6875,0.527777777777778,0.734615384615385,"q99_prob"
"train","Categorical MCEM-MMIL",32,0.793072109870076,0.71875,0.555555555555556,0.769041769041769,"mean_prob"
"train","Categorical MCEM-MMIL",32,0.811803592428187,0.71875,0.555555555555556,0.769041769041769,"median_prob"
"train","Categorical MCEM-MMIL",32,0.828081206510697,0.71875,0.555555555555556,0.769041769041769,"q90_prob"
"train","Categorical MCEM-MMIL",32,0.89934204118375,0.6875,0.527777777777778,0.734615384615385,"q99_prob"
"train","Naive inherited-label classifier",32,0.714303128021022,0.71875,0.555555555555556,0.769041769041769,"median_prob"
"train","Naive inherited-label classifier",32,0.733607916908097,0.71875,0.555555555555556,0.769041769041769,"mean_prob"
"train","Naive inherited-label classifier",32,0.805019422535097,0.71875,0.555555555555556,0.769041769041769,"q90_prob"
"train","Naive inherited-label classifier",32,0.884209033332608,0.59375,0.444444444444444,0.598837209302326,"q99_prob"
