"split","model","n_patients","logloss_mean_prob","logloss_median_prob","logloss_q90_prob","logloss_q99_prob"
"test","Deterministic EM-MMIL",11,1.26343364235698,1.72668412143717,1.04086013293035,0.549739635923894
"test","MCEM-MMIL",11,1.26942906342084,1.73134242499902,1.06473378900191,0.553634239439129
"test","Naive inherited-label classifier",11,0.569613045115337,0.570398984367134,0.698968349405745,0.888737358434157
"train","Deterministic EM-MMIL",33,1.21180263742437,1.86517898786949,0.834882711655226,0.559347794111855
"train","MCEM-MMIL",33,1.21773691662597,1.86052011550017,0.852536669044676,0.565481274650795
"train","Naive inherited-label classifier",33,0.53759105376907,0.551486106161618,0.612963159329597,0.873173040315679
