"iter","delta","mean_q_advanced","mean_q_mc_advanced","train_logloss_inherited"
1,0.0461710395032859,0.3,0.302538177988415,1.06350630791
2,0.0387568694697148,0.3,0.300768825697736,1.0725905613083
3,0.0295067878524533,0.299990636552031,0.298156924697209,1.11575257443804
4,0.0232917793736835,0.299828941624738,0.29812532912059,1.16976048455224
5,0.0169001459180325,0.299611343363535,0.299799894681411,1.21825755508616
6,0.0135840540254284,0.299165131743331,0.299189046866772,1.26843690174406
7,0.0119086277031143,0.29881594519481,0.300526592943655,1.30114709555554
8,0.00957968110260769,0.29833122603848,0.29969457609268,1.33993206771949
9,0.00894580533995327,0.297619068043222,0.298830963665087,1.37083427814309
10,0.00713609158063613,0.296554780095622,0.297661927330174,1.39610315616709
11,0.00597921384833495,0.295152252240324,0.296787783043707,1.41224566986865
12,0.00411942688609484,0.294056607219978,0.296103212216956,1.42955579372673
13,0.00348307906231998,0.292784836533657,0.294007372301211,1.43978967397138
14,0.00293289592085122,0.292196905916535,0.293680884676145,1.44533669447418
15,0.00308103910746274,0.291361126897391,0.291395471300685,1.4573515095988
16,0.00271488402453445,0.291491183291883,0.292754081095313,1.45833982230733
17,0.00253517424998458,0.291249721572677,0.292195892575039,1.46641451733655
18,0.00278266239053602,0.290745355014053,0.290416008425487,1.4837725891559
19,0.00254549927208409,0.290816146075799,0.290921537651395,1.48493784716234
20,0.0026224688139441,0.290510188342424,0.290205371248025,1.49616043163366
21,0.00209731701128032,0.289982437041676,0.289836756187467,1.50336598296822
22,0.00168754002324147,0.289447037251273,0.289120589784097,1.50906957603218
23,0.0014664802929716,0.289306196596711,0.289499736703528,1.51001601556758
24,0.0013912573188247,0.288491734679512,0.287403896787783,1.52092630520778
25,0.0010496661367684,0.288732065593336,0.28827804107425,1.52491034308903
26,0.00144560659476646,0.2887786210813,0.288657187993681,1.52674140125367
27,0.00102635840970935,0.289137071176049,0.289594523433386,1.52252805229027
28,0.00160115762013087,0.288490749657995,0.287983149025803,1.5275425174657
29,0.00116276877067964,0.288890207623028,0.289468141126909,1.51993728323583
30,0.00141660056760053,0.28826544619113,0.287983149025803,1.52665057928487
