"iter","delta","mean_q_advanced","train_logloss_inherited"
1,0.054741948378017,0.3,1.0122165290498
2,0.0358248334082056,0.3,1.02894877604389
3,0.0248562437521914,0.299975128242844,1.0966097004849
4,0.0182337982586588,0.299917970690504,1.18188711938792
5,0.0140172463229422,0.299870803798158,1.2698023886418
6,0.0112175713338081,0.299834089810017,1.35386280834019
7,0.00924416339598349,0.299792885632362,1.43150667002254
8,0.00782253402607272,0.29975760101277,1.50194603007698
9,0.00674703347264447,0.299723002140975,1.56437708388132
10,0.00595665181061172,0.2997010485435,1.61926796222709
11,0.00536793312102326,0.299687790584448,1.66724878708334
12,0.00492283406600666,0.29967683166642,1.7091270187029
13,0.00458544689220498,0.299659679497556,1.74553370153019
14,0.00431309494317165,0.299626725684174,1.77737619911327
15,0.00410198717160061,0.299581331369756,1.80479202616005
16,0.00392590714700023,0.299531783856903,1.82871664720193
17,0.0037766692565234,0.299463286863682,1.85043550386159
18,0.003625461865175,0.299361639588422,1.86911599058254
19,0.00347050478561647,0.299240417974218,1.88582502289653
20,0.00332430368186354,0.299091187842692,1.90131928663879
21,0.00316278375436027,0.298935336495235,1.91518975594613
22,0.00297636086033361,0.298768503017062,1.92789675383116
23,0.00274952948894161,0.298581672119364,1.93897149660659
24,0.00252529768481292,0.298386058381201,1.94880245668101
25,0.00230886812031768,0.298199392449854,1.95683253803319
26,0.00212880877822468,0.298012737844177,1.96330326089647
27,0.00193709845965547,0.297818119991898,1.96833487923497
28,0.00177656417564935,0.297638421470451,1.97208096934412
29,0.00164938695945066,0.297474873047167,1.97498183298094
30,0.0015519472588011,0.297328878574669,1.97702212675398
